rnaseq_profile_id,donor_id,organism,donor_age,genotype_driver,genotype_reporter,cell_reporter,cell_prep_sample_id,sampling_region,sample_id,sample_type,facs_well,facs_container,rna_amplification,rna_amplification_set,amplified_quantity_ng,library_prep,library_prep_set,library_prep_avg_size_bp,library_prep_quantification_fmol,tube_sent_for_sequencing,batch_sent_for_sequencing,rnaseq_profile_total_reads,rnaseq_profile_percent_reads_aligned_to_mrna,rnaseq_profile_percent_reads_aligned_to_ncrna,rnaseq_profile_percent_reads_aligned_to_genome_only,rnaseq_profile_percent_reads_aligned_to_synthetic_constructs,rnaseq_profile_percent_reads_aligned_to_ecoli,rnaseq_profile_percent_reads_not_aligned,fpkm>0_gene_count,fpkm>1_gene_count,fpkm>4_gene_count,fpkm>8_gene_count,fpkm>16_gene_count,fpkm>32_gene_count,fpkm>64_gene_count
516261740,505712815,Mus musculus,unknown,Htr3a-Cre_NO152,Ai14,cre reporter positive,506057415,Mouse ALM - L5,527147856,cell,F2S4_160307_007_B01,F2S4_160307_007,A8S4_160316_02_B04,A8S4_160316_02,3.438387097,L8S4_160322_02_B04,L8S4_160322_02,633,80.52920466,LS-15035,RSC-015,3014876,64.8,3.09,10.2,0.18,0.408,21.322,9363,7625,6624,5915,4844,3136,1751
516261742,505712815,Mus musculus,unknown,Htr3a-Cre_NO152,Ai14,cre reporter positive,506057415,Mouse ALM - L5,527147852,cell,F2S4_160307_007_A01,F2S4_160307_007,A8S4_160316_02_A04,A8S4_160316_02,5.440554435,L8S4_160322_02_A04,L8S4_160322_02,692,85.09774741,LS-15035,RSC-015,3077964,73.4,2.58,6.5,0.169,0.213,17.138,10157,8459,7285,6353,4665,3034,1701
516261744,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147848,cell,F2S4_160225_003_H01,F2S4_160225_003,A8S4_160316_02_H03,A8S4_160316_02,2.166532258,L8S4_160322_02_H03,L8S4_160322_02,491,150.1927925,LS-15035,RSC-015,2680207,65.1,2.94,8.48,0.104,0.78,22.596,7214,5807,4981,4494,3828,3001,1938
516261746,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147844,cell,F2S4_160225_003_G01,F2S4_160225_003,A8S4_160316_02_G03,A8S4_160316_02,0.884969758,L8S4_160322_02_G03,L8S4_160322_02,531,89.61240122,LS-15035,RSC-015,2630554,58.3,4.31,11,0.144,2.81,23.436,4024,2848,2369,2152,1976,1759,1497
516261748,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147840,cell,F2S4_160225_003_F01,F2S4_160225_003,A8S4_160316_02_F03,A8S4_160316_02,1.1990625,L8S4_160322_02_F03,L8S4_160322_02,471,122.1016082,LS-15035,RSC-015,2649868,47.2,4.45,19.8,0.244,2.1,26.206,5156,3736,3074,2748,2435,2077,1654
516261750,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147836,cell,F2S4_160225_003_E01,F2S4_160225_003,A8S4_160316_02_E03,A8S4_160316_02,1.281048387,L8S4_160322_02_E03,L8S4_160322_02,556,87.41483682,LS-15035,RSC-015,2464295,61.7,3.5,9.04,0.598,1.92,23.242,4836,3517,3029,2798,2537,2215,1838
516261753,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147832,cell,F2S4_160225_003_D01,F2S4_160225_003,A8S4_160316_02_D03,A8S4_160316_02,0.877953629,L8S4_160322_02_D03,L8S4_160322_02,494,117.1861967,LS-15035,RSC-015,2319523,49.2,5.25,15.9,0.234,3.36,26.056,4212,3053,2527,2240,1994,1719,1431
516261755,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147828,cell,F2S4_160225_003_C01,F2S4_160225_003,A8S4_160316_02_C03,A8S4_160316_02,8.105383065,L8S4_160322_02_C03,L8S4_160322_02,659,116.6692855,LS-15035,RSC-015,2220871,71.8,2.95,8.28,0.0736,0.167,16.7294,10950,9401,7763,6373,4638,3007,1752
516261757,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147824,cell,F2S4_160225_003_B01,F2S4_160225_003,A8S4_160316_02_B03,A8S4_160316_02,0.749879032,L8S4_160322_02_B03,L8S4_160322_02,598,72.21114042,LS-15035,RSC-015,2461661,50.3,3.04,15.7,0.25,2.93,27.78,4067,2910,2413,2201,1968,1726,1447
516261759,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147820,cell,F2S4_160225_003_A01,F2S4_160225_003,A8S4_160316_02_A03,A8S4_160316_02,1.192046371,L8S4_160322_02_A03,L8S4_160322_02,622,60.05099896,LS-15035,RSC-015,2736922,48.4,3.55,15.8,0.295,1.68,30.275,5517,4121,3384,3074,2730,2306,1793
516261761,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147816,cell,F2S4_160225_002_H01,F2S4_160225_002,A8S4_160316_02_H02,A8S4_160316_02,5.358054435,L8S4_160322_02_H02,L8S4_160322_02,655,102.2809604,LS-15035,RSC-015,2958109,69.5,4.74,6.96,0.054,0.247,18.499,8568,7045,6079,5295,3916,2530,1408
516261763,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147812,cell,F2S4_160225_002_G01,F2S4_160225_002,A8S4_160316_02_G02,A8S4_160316_02,3.844717742,L8S4_160322_02_G02,L8S4_160322_02,658,72.14313918,LS-15035,RSC-015,2932739,70.2,4.03,6.8,0.115,0.368,18.487,7770,6242,5435,4829,3898,2455,1398
516261765,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147808,cell,F2S4_160225_002_F01,F2S4_160225_002,A8S4_160316_02_F02,A8S4_160316_02,0.728014113,L8S4_160322_02_F02,L8S4_160322_02,565,50.50172088,LS-15035,RSC-015,2373442,48.4,3.77,13.7,0.29,5.33,28.51,3598,2423,1919,1729,1562,1395,1172
516261767,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147804,cell,F2S4_160225_002_E01,F2S4_160225_002,A8S4_160316_02_E02,A8S4_160316_02,3.425141129,L8S4_160322_02_E02,L8S4_160322_02,639,87.3087067,LS-15035,RSC-015,2941092,64.6,4.99,9.11,0.109,0.392,20.799,8050,6380,5428,4842,3995,2885,1754
516261769,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147800,cell,F2S4_160225_002_D01,F2S4_160225_002,A8S4_160316_02_D02,A8S4_160316_02,0.688366935,L8S4_160322_02_D02,L8S4_160322_02,578,59.80379748,LS-15035,RSC-015,2762027,49.6,3.43,14.6,0.277,3.95,28.143,3822,2569,2057,1862,1674,1474,1239
516261771,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147796,cell,F2S4_160225_002_C01,F2S4_160225_002,A8S4_160316_02_C02,A8S4_160316_02,0.920201613,L8S4_160322_02_C02,L8S4_160322_02,614,64.57159728,LS-15035,RSC-015,2701816,57.3,5.17,10.8,0.175,2.27,24.285,5313,3890,3312,3017,2716,2344,1892
516261773,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147789,cell,F2S4_160225_002_B01,F2S4_160225_002,A8S4_160316_02_B02,A8S4_160316_02,7.031552419,L8S4_160322_02_B02,L8S4_160322_02,657,125.6216825,LS-15035,RSC-015,2878742,73.5,2.64,6.64,0.0693,0.191,16.9597,10611,8929,7485,6276,4567,2989,1747
516261775,503046452,Mus musculus,P54,Ntsr1-Cre,Ai14,cre reporter positive,504195463,Mouse ALM - L6,527147782,cell,F2S4_160225_002_A01,F2S4_160225_002,A8S4_160316_02_A02,A8S4_160316_02,2.755766129,L8S4_160322_02_A02,L8S4_160322_02,585,90.00781598,LS-15035,RSC-015,3863044,58.6,3.92,12,0.0894,0.562,24.8286,9342,7453,6327,5519,4504,3153,1807
516261777,501929075,Mus musculus,P59,Rbp4-Cre_KL100,Ai14,cre reporter positive,503558866,Mouse ALM - L5,527147776,cell,F2S4_160209_005_H01,F2S4_160209_005,A8S4_160316_02_H01,A8S4_160316_02,4.101018145,L8S4_160322_02_H01,L8S4_160322_02,504,144.8663783,LS-15035,RSC-015,3034887,44.1,4.87,22,0.0652,0.345,28.6198,10061,8229,6641,5633,4302,2874,1651
516261779,501929075,Mus musculus,P59,Rbp4-Cre_KL100,Ai14,cre reporter positive,503558866,Mouse ALM - L5,527147772,cell,F2S4_160209_005_G01,F2S4_160209_005,A8S4_160316_02_G01,A8S4_160316_02,6.480030242,L8S4_160322_02_G01,L8S4_160322_02,616,84.11597144,LS-15035,RSC-015,2859449,58.6,4.25,13.2,0.0647,0.196,23.6893,11099,9244,7527,6238,4486,2868,1690
516261781,501929075,Mus musculus,P59,Rbp4-Cre_KL100,Ai14,cre reporter positive,503558866,Mouse ALM - L5,527147768,cell,F2S4_160209_005_F01,F2S4_160209_005,A8S4_160316_02_F01,A8S4_160316_02,5.888044355,L8S4_160322_02_F01,L8S4_160322_02,552,118.7158438,LS-15035,RSC-015,2653823,56,4.91,14.1,0.0532,0.256,24.6808,10918,9031,7270,5975,4368,2795,1682
516261783,501929075,Mus musculus,P59,Rbp4-Cre_KL100,Ai14,cre reporter positive,503558866,Mouse ALM - L5,527147762,cell,F2S4_160209_005_E01,F2S4_160209_005,A8S4_160316_02_E01,A8S4_160316_02,5.101542339,L8S4_160322_02_E01,L8S4_160322_02,606,36.97053137,LS-15035,RSC-015,1703627,54.1,5.44,15.4,0.0565,0.258,24.7455,10255,8875,7212,5964,4423,2795,1649
516261785,501929075,Mus musculus,P59,Rbp4-Cre_KL100,Ai14,cre reporter positive,503558866,Mouse ALM - L5,527147756,cell,F2S4_160209_005_D01,F2S4_160209_005,A8S4_160316_02_D01,A8S4_160316_02,6.783114919,L8S4_160322_02_D01,L8S4_160322_02,662,89.30523346,LS-15035,RSC-015,2968689,54.6,4.63,16.1,0.0361,0.166,24.4679,11728,9740,7824,6360,4486,2857,1677
516261787,501929075,Mus musculus,P59,Rbp4-Cre_KL100,Ai14,cre reporter positive,503558866,Mouse ALM - L5,527147752,cell,F2S4_160209_005_C01,F2S4_160209_005,A8S4_160316_02_C01,A8S4_160316_02,5.715997984,L8S4_160322_02_C01,L8S4_160322_02,586,102.1531861,LS-15035,RSC-015,2713134,53.7,4.59,15.5,0.0495,0.24,25.9205,10784,8969,7233,5999,4474,2807,1654
516261789,501929075,Mus musculus,P59,Rbp4-Cre_KL100,Ai14,cre reporter positive,503558866,Mouse ALM - L5,527147748,cell,F2S4_160209_005_B01,F2S4_160209_005,A8S4_160316_02_B01,A8S4_160316_02,6.505645161,L8S4_160322_02_B01,L8S4_160322_02,566,158.6910779,LS-15035,RSC-015,2910710,50.2,4.52,18.7,0.0431,0.184,26.3529,11382,9417,7491,6160,4408,2778,1635
516261791,501929075,Mus musculus,P59,Rbp4-Cre_KL100,Ai14,cre reporter positive,503558866,Mouse ALM - L5,527147742,cell,F2S4_160209_005_A01,F2S4_160209_005,A8S4_160316_02_A01,A8S4_160316_02,5.675504032,L8S4_160322_02_A01,L8S4_160322_02,656,66.50035588,LS-15035,RSC-015,3071219,57.4,4.69,13.3,0.0731,0.21,24.3269,10843,8903,7239,6041,4426,2789,1686
517341049,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453159,Mouse ALM - L5,527153284,cell,F2S4_160324_003_G01,F2S4_160324_003,A8S4_160329_01_G12,A8S4_160329_01,7.300720339,L8S4_160405_01_G12,L8S4_160405_01,398,266.6458364,LS-15047,RSC-017,2995492,65.5,2.74,11.6,0.101,0.113,19.946,10106,8249,6909,5913,4400,2880,1705
517341051,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453159,Mouse ALM - L5,527153280,cell,F2S4_160324_003_F01,F2S4_160324_003,A8S4_160329_01_F12,A8S4_160329_01,3.811652542,L8S4_160405_01_F12,L8S4_160405_01,370,173.6678874,LS-15047,RSC-017,2968399,63.3,2.05,5.79,0.255,0.289,28.316,7855,6393,5362,4676,3798,2730,1666
517341054,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453159,Mouse ALM - L5,527153276,cell,F2S4_160324_003_E01,F2S4_160324_003,A8S4_160329_01_E12,A8S4_160329_01,3.777966102,L8S4_160405_01_E12,L8S4_160405_01,368,178.2863888,LS-15047,RSC-017,3042603,59.3,2.15,10.4,0.124,0.344,27.682,8107,6431,5288,4620,3769,2813,1679
517341056,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453109,Mouse ALM - L2/3,527153272,cell,F2S4_160324_003_D01,F2S4_160324_003,A8S4_160329_01_D12,A8S4_160329_01,8.448305085,L8S4_160405_01_D12,L8S4_160405_01,390,192.7793904,LS-15047,RSC-017,2786723,66.5,2.77,12.3,0.074,0.0841,18.2719,10459,8662,7260,6146,4571,2981,1769
517341058,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453109,Mouse ALM - L2/3,527153268,cell,F2S4_160324_003_C01,F2S4_160324_003,A8S4_160329_01_C12,A8S4_160329_01,7.598898305,L8S4_160405_01_C12,L8S4_160405_01,387,217.5475687,LS-15047,RSC-017,3255408,63.9,2.29,10.9,0.066,0.143,22.701,10447,8653,7051,5858,4409,2846,1750
517341060,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453071,Mouse ALM - L6,527153264,cell,F2S4_160324_003_B01,F2S4_160324_003,A8S4_160329_01_B12,A8S4_160329_01,3.57690678,L8S4_160405_01_B12,L8S4_160405_01,377,164.8220355,LS-15047,RSC-017,3254063,61.4,2.19,8.99,0.076,0.251,27.093,8201,6431,5325,4572,3689,2719,1691
517341062,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453071,Mouse ALM - L6,527153260,cell,F2S4_160324_003_A01,F2S4_160324_003,A8S4_160329_01_A12,A8S4_160329_01,2.478601695,L8S4_160405_01_A12,L8S4_160405_01,370,142.645025,LS-15047,RSC-017,2572161,64.6,2.25,6.74,0.117,0.448,25.845,6788,5472,4600,4115,3437,2616,1826
517341064,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153256,cell,F2S4_160324_002_H01,F2S4_160324_002,A8S4_160329_01_H11,A8S4_160329_01,3.698177966,L8S4_160405_01_H11,L8S4_160405_01,363,268.1259421,LS-15047,RSC-017,2427090,70.8,2.08,5.41,0.118,0.25,21.342,7928,6593,5667,5032,4167,2987,1807
517341066,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153252,cell,F2S4_160324_002_G01,F2S4_160324_002,A8S4_160329_01_G11,A8S4_160329_01,4.128644068,L8S4_160405_01_G11,L8S4_160405_01,375,244.7174385,LS-15047,RSC-017,2649741,66.3,2.08,10.1,0.0685,0.224,21.2275,8514,7010,5889,5139,4177,2888,1752
517341068,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153248,cell,F2S4_160324_002_F01,F2S4_160324_002,A8S4_160329_01_F11,A8S4_160329_01,5.255847458,L8S4_160405_01_F11,L8S4_160405_01,379,208.8401816,LS-15047,RSC-017,3284865,69,2.35,8.57,0.0954,0.176,19.8086,9067,7318,6274,5487,4372,2868,1727
517341071,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153244,cell,F2S4_160324_002_E01,F2S4_160324_002,A8S4_160329_01_E11,A8S4_160329_01,6.967627119,L8S4_160405_01_E11,L8S4_160405_01,379,242.1375728,LS-15047,RSC-017,2761171,68,2.89,10.8,0.0668,0.133,18.1102,9937,8127,6840,5929,4522,2979,1859
517341073,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153240,cell,F2S4_160324_002_D01,F2S4_160324_002,A8S4_160329_01_D11,A8S4_160329_01,3.936737288,L8S4_160405_01_D11,L8S4_160405_01,374,225.6123438,LS-15047,RSC-017,2670339,65.9,2.28,10.5,0.0726,0.236,21.0114,8325,6842,5775,5081,4165,3033,1853
517341075,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153236,cell,F2S4_160324_002_C01,F2S4_160324_002,A8S4_160329_01_C11,A8S4_160329_01,7.606271186,L8S4_160405_01_C11,L8S4_160405_01,416,224.5203647,LS-15047,RSC-017,2524692,70.3,3.11,8.84,0.0484,0.0939,17.6077,10017,8304,6889,5880,4379,2868,1802
517341077,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153232,cell,F2S4_160324_002_B01,F2S4_160324_002,A8S4_160329_01_B11,A8S4_160329_01,3.568728814,L8S4_160405_01_B11,L8S4_160405_01,395,177.2802904,LS-15047,RSC-017,2823120,72.6,2.17,7.14,0.165,0.239,17.686,7761,6382,5532,4919,4182,3108,1848
517341079,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153228,cell,F2S4_160324_002_A01,F2S4_160324_002,A8S4_160329_01_A11,A8S4_160329_01,5.351059322,L8S4_160405_01_A11,L8S4_160405_01,403,218.3826064,LS-15047,RSC-017,3352433,63.8,3.07,14.9,0.0413,0.138,18.0507,9443,7509,6370,5649,4619,2993,1796
517341081,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153224,cell,F2S4_160324_001_H01,F2S4_160324_001,A8S4_160329_01_H10,A8S4_160329_01,5.390635593,L8S4_160405_01_H10,L8S4_160405_01,404,244.1518916,LS-15047,RSC-017,2756716,67.6,3.1,10.7,0.118,0.137,18.345,9479,7733,6460,5648,4453,2916,1820
517341083,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153220,cell,F2S4_160324_001_G01,F2S4_160324_001,A8S4_160329_01_G10,A8S4_160329_01,4.274872881,L8S4_160405_01_G10,L8S4_160405_01,383,168.4328008,LS-15047,RSC-017,3023362,61.3,2.52,11.6,0.0748,0.269,24.2362,8569,6967,5817,5042,3984,2881,1703
517341085,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153216,cell,F2S4_160324_001_F01,F2S4_160324_001,A8S4_160329_01_F10,A8S4_160329_01,3.694915254,L8S4_160405_01_F10,L8S4_160405_01,391,177.9733103,LS-15047,RSC-017,3748310,68.7,2.47,7.79,0.135,0.335,20.57,7966,6289,5390,4752,3957,3025,1807
517341087,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153212,cell,F2S4_160324_001_E01,F2S4_160324_001,A8S4_160329_01_E10,A8S4_160329_01,5.777288136,L8S4_160405_01_E10,L8S4_160405_01,409,220.0519053,LS-15047,RSC-017,2624347,72.7,3.16,7.28,0.103,0.157,16.6,9108,7405,6272,5512,4434,2968,1922
517341089,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153208,cell,F2S4_160324_001_D01,F2S4_160324_001,A8S4_160329_01_D10,A8S4_160329_01,4.012711864,L8S4_160405_01_D10,L8S4_160405_01,378,192.132806,LS-15047,RSC-017,2365937,60.2,2.37,11.2,0.094,0.307,25.829,8350,6936,5819,4980,3989,2770,1673
517341091,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153204,cell,F2S4_160324_001_C01,F2S4_160324_001,A8S4_160329_01_C10,A8S4_160329_01,8.11440678,L8S4_160405_01_C10,L8S4_160405_01,410,206.9946241,LS-15047,RSC-017,2443604,66.9,3.15,10.8,0.0528,0.104,18.9932,10193,8395,6901,5860,4362,2868,1766
517341093,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153200,cell,F2S4_160324_001_B01,F2S4_160324_001,A8S4_160329_01_B10,A8S4_160329_01,11.28330508,L8S4_160405_01_B10,L8S4_160405_01,442,230.6003236,LS-15047,RSC-017,2411127,73.9,2.67,7.87,0.0477,0.0713,15.441,10693,9050,7600,6353,4616,3056,1778
517341095,509452661,Mus musculus,P54,Pvalb-IRES-Cre,Ai14,cre reporter positive,510453017,Mouse ALM - L5,527153196,cell,F2S4_160324_001_A01,F2S4_160324_001,A8S4_160329_01_A10,A8S4_160329_01,4.624915254,L8S4_160405_01_A10,L8S4_160405_01,398,189.0726144,LS-15047,RSC-017,2791376,63.4,2.13,6.93,0.0744,0.16,27.3056,8538,7074,5962,5203,4197,2925,1782
517341097,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210654,Mouse ALM - L5,527153192,cell,F2S4_160323_003_H01,F2S4_160323_003,A8S4_160329_01_H09,A8S4_160329_01,9.058220339,L8S4_160405_01_H09,L8S4_160405_01,400,264.4526158,LS-15047,RSC-017,3199105,70.7,2.79,7.44,0.0895,0.0851,18.8954,10667,8647,7090,5920,4261,2872,1779
517341099,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210654,Mouse ALM - L5,527153188,cell,F2S4_160323_003_G01,F2S4_160323_003,A8S4_160329_01_G09,A8S4_160329_01,9.095338983,L8S4_160405_01_G09,L8S4_160405_01,425,235.7144587,LS-15047,RSC-017,2872823,70.9,2.58,9.67,0.0841,0.0755,16.6904,10358,8494,7108,6013,4365,2943,1766
517341101,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210654,Mouse ALM - L5,527153184,cell,F2S4_160323_003_F01,F2S4_160323_003,A8S4_160329_01_F09,A8S4_160329_01,16.48292373,L8S4_160405_01_F09,L8S4_160405_01,425,214.8632496,LS-15047,RSC-017,3168524,74.8,2.48,5.82,0.0614,0.0459,16.7927,11158,9182,7441,5847,4282,2878,1761
517341103,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210654,Mouse ALM - L5,527153180,cell,F2S4_160323_003_E01,F2S4_160323_003,A8S4_160329_01_E09,A8S4_160329_01,7.052288136,L8S4_160405_01_E09,L8S4_160405_01,428,251.6741877,LS-15047,RSC-017,2713787,74.4,2.73,6.92,0.113,0.118,15.719,9917,8173,7045,6170,4623,3059,1772
517341105,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210654,Mouse ALM - L5,527153176,cell,F2S4_160323_003_D01,F2S4_160323_003,A8S4_160329_01_D09,A8S4_160329_01,5.390423729,L8S4_160405_01_D09,L8S4_160405_01,407,197.822378,LS-15047,RSC-017,2486400,66.2,3.35,11,0.131,0.167,19.152,9392,7694,6451,5649,4527,2941,1848
517341107,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210651,Mouse ALM - L2/3,527153172,cell,F2S4_160323_003_C01,F2S4_160323_003,A8S4_160329_01_C09,A8S4_160329_01,10.68805085,L8S4_160405_01_C09,L8S4_160405_01,422,229.4180629,LS-15047,RSC-017,2509589,72,2.85,7.89,0.0495,0.065,17.1455,10499,8700,7158,5894,4175,2804,1750
517341109,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210651,Mouse ALM - L2/3,527153168,cell,F2S4_160323_003_B01,F2S4_160323_003,A8S4_160329_01_B09,A8S4_160329_01,10.17851695,L8S4_160405_01_B09,L8S4_160405_01,432,188.820629,LS-15047,RSC-017,2591341,73.1,2.91,7,0.0978,0.0636,16.8286,10438,8677,7200,5964,4329,2886,1796
517341111,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210651,Mouse ALM - L2/3,527153164,cell,F2S4_160323_003_A01,F2S4_160323_003,A8S4_160329_01_A09,A8S4_160329_01,8.742838983,L8S4_160405_01_A09,L8S4_160405_01,426,193.4974244,LS-15047,RSC-017,2748233,71.9,2.95,7.78,0.056,0.0745,17.2395,10207,8452,6952,5802,4238,2843,1783
517341113,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210631,Mouse ALM - L6,527153160,cell,F2S4_160323_002_H01,F2S4_160323_002,A8S4_160329_01_H08,A8S4_160329_01,11.12644068,L8S4_160405_01_H08,L8S4_160405_01,413,221.5556589,LS-15047,RSC-017,2844602,71,2.97,8.19,0.0532,0.0766,17.7102,11101,9162,7483,6071,4305,2889,1763
517341115,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210631,Mouse ALM - L6,527153156,cell,F2S4_160323_002_G01,F2S4_160323_002,A8S4_160329_01_G08,A8S4_160329_01,8.80440678,L8S4_160405_01_G08,L8S4_160405_01,400,200.3672456,LS-15047,RSC-017,2492580,68.7,3.04,10.1,0.0991,0.13,17.9309,9999,8277,6912,5861,4321,2848,1759
517341117,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210631,Mouse ALM - L6,527153152,cell,F2S4_160323_002_F01,F2S4_160323_002,A8S4_160329_01_F08,A8S4_160329_01,4.526652542,L8S4_160405_01_F08,L8S4_160405_01,403,206.7360009,LS-15047,RSC-017,2634370,67.1,3.32,11.2,0.198,0.282,17.9,8798,7174,6082,5455,4611,3186,1923
517341119,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210628,Mouse ALM - L5,527153148,cell,F2S4_160323_002_E01,F2S4_160323_002,A8S4_160329_01_E08,A8S4_160329_01,8.651949153,L8S4_160405_01_E08,L8S4_160405_01,416,192.3118155,LS-15047,RSC-017,2205890,69.5,3.22,9.03,0.0822,0.113,18.0548,10034,8424,7021,6016,4429,2961,1779
517341121,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210628,Mouse ALM - L5,527153144,cell,F2S4_160323_002_D01,F2S4_160323_002,A8S4_160329_01_D08,A8S4_160329_01,5.626737288,L8S4_160405_01_D08,L8S4_160405_01,399,190.2099445,LS-15047,RSC-017,2297593,68.7,3.32,9.94,0.112,0.201,17.727,9084,7575,6432,5639,4512,2929,1797
517341123,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210628,Mouse ALM - L5,527153140,cell,F2S4_160323_002_C01,F2S4_160323_002,A8S4_160329_01_C08,A8S4_160329_01,6.72220339,L8S4_160405_01_C08,L8S4_160405_01,404,206.9630666,LS-15047,RSC-017,2234994,66.6,3.2,10.3,0.0768,0.15,19.6732,9655,8023,6638,5676,4489,2937,1799
517341125,509452657,Mus musculus,P53,Pvalb-IRES-Cre,Ai14,cre reporter positive,510210628,Mouse ALM - L5,527153136,cell,F2S4_160323_002_B01,F2S4_160323_002,A8S4_160329_01_B08,A8S4_160329_01,5.000169492,L8S4_160405_01_B08,L8S4_160405_01,410,202.4432428,LS-15047,RSC-017,2002359,64.6,3.36,12,0.129,0.217,19.694,8613,7184,6086,5393,4430,3026,1850
