rnaseq_profile_id,donor_id,organism,donor_age,genotype_driver,genotype_reporter,cell_reporter,cell_prep_sample_id,sampling_region,sample_id,sample_type,facs_well,facs_container,rna_amplification,rna_amplification_set,amplified_quantity_ng,library_prep,library_prep_set,library_prep_avg_size_bp,library_prep_quantification_fmol,tube_sent_for_sequencing,batch_sent_for_sequencing,rnaseq_profile_total_reads,rnaseq_profile_percent_reads_aligned_to_mrna,rnaseq_profile_percent_reads_aligned_to_ncrna,rnaseq_profile_percent_reads_aligned_to_genome_only,rnaseq_profile_percent_reads_aligned_to_synthetic_constructs,rnaseq_profile_percent_reads_aligned_to_ecoli,rnaseq_profile_percent_reads_not_aligned,fpkm>0_gene_count,fpkm>1_gene_count,fpkm>4_gene_count,fpkm>8_gene_count,fpkm>16_gene_count,fpkm>32_gene_count,fpkm>64_gene_count
507204987,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929545,Mouse ALM - L2/3,527132006,cell,F2S4_160202_010_A01,F2S4_160202_010,A8S4_160209_02_A04,A8S4_160209_02,4.88530672,L8S4_160216_02_A04,L8S4_160216_02,507,125.8161534,LS-15012,RSC-012,2712409,44.9,3.73,17.9,0.0709,5.29,28.1091,9298,7574,6088,5243,4229,2967,1716
507204989,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527132000,cell,F2S4_160202_009_H01,F2S4_160202_009,A8S4_160209_02_H03,A8S4_160209_02,9.393614798,L8S4_160216_02_H03,L8S4_160216_02,563,126.4399003,LS-15012,RSC-012,2492119,51.4,4.27,15.6,0.0624,2.37,26.2976,10932,9043,7207,5972,4319,2787,1645
507204991,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527131994,cell,F2S4_160202_009_G01,F2S4_160202_009,A8S4_160209_02_G03,A8S4_160209_02,5.61265545,L8S4_160216_02_G03,L8S4_160216_02,577,94.95348159,LS-15012,RSC-012,2475699,51.4,3.71,14.5,0.0678,4.24,26.0822,9404,7821,6399,5527,4397,2990,1768
507204993,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527131988,cell,F2S4_160202_009_F01,F2S4_160202_009,A8S4_160209_02_F03,A8S4_160209_02,5.149440903,L8S4_160216_02_F03,L8S4_160216_02,517,111.6051718,LS-15012,RSC-012,2477840,44.7,3.74,18.2,0.0506,5.24,28.0694,9335,7786,6350,5461,4346,3075,1780
507204995,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527131982,cell,F2S4_160202_009_E01,F2S4_160202_009,A8S4_160209_02_E03,A8S4_160209_02,9.464155084,L8S4_160216_02_E03,L8S4_160216_02,566,123.4129138,LS-15012,RSC-012,2539503,59.1,3.49,11.5,0.114,2.46,23.336,10504,8735,7188,6003,4471,2911,1775
507204997,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527131976,cell,F2S4_160202_009_D01,F2S4_160202_009,A8S4_160209_02_D03,A8S4_160209_02,11.27782422,L8S4_160216_02_D03,L8S4_160216_02,587,164.7353153,LS-15012,RSC-012,2487301,66.6,2.81,10,0.103,1.95,18.537,11230,9540,7931,6658,4827,3155,1796
507204999,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527131968,cell,F2S4_160202_009_C01,F2S4_160202_009,A8S4_160209_02_C03,A8S4_160209_02,8.891211203,L8S4_160216_02_C03,L8S4_160216_02,514,119.6706779,LS-15012,RSC-012,2458197,44.3,4.63,19.7,0.0395,2.96,28.3705,10616,8823,7066,5916,4487,2875,1669
507205001,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527131962,cell,F2S4_160202_009_B01,F2S4_160202_009,A8S4_160209_02_B03,A8S4_160209_02,11.49414777,L8S4_160216_02_B03,L8S4_160216_02,528,168.4772119,LS-15012,RSC-012,2793347,63.4,3.04,10.6,0.0535,2.03,20.8765,11216,9301,7589,6283,4477,2915,1743
507205003,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527131956,cell,F2S4_160202_009_A01,F2S4_160202_009,A8S4_160209_02_A03,A8S4_160209_02,7.00151531,L8S4_160216_02_A03,L8S4_160216_02,454,201.9617295,LS-15012,RSC-012,2982144,48.3,3.8,17.1,0.0652,3.95,26.7848,10415,8548,6894,5804,4504,2908,1697
507205009,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929534,Mouse ALM - L5,527131938,cell,F2S4_160202_006_F01,F2S4_160202_006,A8S4_160209_02_F02,A8S4_160209_02,7.387919323,L8S4_160216_02_F02,L8S4_160216_02,549,105.8219418,LS-15012,RSC-012,2456482,47.1,3.33,17.1,0.0434,4.11,28.3166,10288,8589,6957,5868,4562,2932,1715
507205011,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929534,Mouse ALM - L5,527131932,cell,F2S4_160202_006_E01,F2S4_160202_006,A8S4_160209_02_E02,A8S4_160209_02,14.40432647,L8S4_160216_02_E02,L8S4_160216_02,664,108.1696344,LS-15012,RSC-012,2651875,69.3,2.41,8.13,0.066,1.78,18.314,11141,9363,7844,6387,4673,3013,1739
507205013,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929534,Mouse ALM - L5,527131926,cell,F2S4_160202_006_D01,F2S4_160202_006,A8S4_160209_02_D02,A8S4_160209_02,8.215592016,L8S4_160216_02_D02,L8S4_160216_02,576,94.52916388,LS-15012,RSC-012,2777677,41.2,4.36,21.4,0.0532,3.25,29.7368,10683,8880,7032,5827,4403,2733,1626
507205015,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929534,Mouse ALM - L5,527131920,cell,F2S4_160202_006_C01,F2S4_160202_006,A8S4_160209_02_C02,A8S4_160209_02,8.936670498,L8S4_160216_02_C02,L8S4_160216_02,490,140.9698472,LS-15012,RSC-012,2594451,48.3,4.57,17.8,0.0443,2.93,26.3557,10699,8880,7141,5899,4427,2824,1684
507205017,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929534,Mouse ALM - L5,527131914,cell,F2S4_160202_006_B01,F2S4_160202_006,A8S4_160209_02_B02,A8S4_160209_02,7.458459609,L8S4_160216_02_B02,L8S4_160216_02,401,285.617123,LS-15012,RSC-012,2678321,48.1,4.13,18.9,0.0542,4.18,24.6358,10371,8445,6795,5658,4314,2720,1628
507205019,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929534,Mouse ALM - L5,527131908,cell,F2S4_160202_006_A01,F2S4_160202_006,A8S4_160209_02_A02,A8S4_160209_02,8.253213502,L8S4_160216_02_A02,L8S4_160216_02,448,236.1784844,LS-15012,RSC-012,2541170,52.2,3.92,15.4,0.0537,3.25,25.1763,10493,8577,6736,5531,4005,2495,1467
507205021,501309804,Mus musculus,P53,Sst-IRES-Cre,Ai14,cre reporter positive,503357739,Mouse ALM - L6,527131902,cell,F2S4_160201_002_H01,F2S4_160201_002,A8S4_160209_02_H01,A8S4_160209_02,5.375169819,L8S4_160216_02_H01,L8S4_160216_02,377,240.5405451,LS-15012,RSC-012,2838125,51.9,3.8,11.1,0.0655,6.38,26.7545,9205,7484,6173,5290,4191,2932,1754
507205023,501309804,Mus musculus,P53,Sst-IRES-Cre,Ai14,cre reporter positive,503357739,Mouse ALM - L6,527131896,cell,F2S4_160201_002_G01,F2S4_160201_002,A8S4_160209_02_G01,A8S4_160209_02,4.979360435,L8S4_160216_02_G01,L8S4_160216_02,394,239.9130854,LS-15012,RSC-012,2834614,45.9,3.79,17,0.0733,6.67,26.5667,9121,7446,6073,5201,4172,3009,1753
507205025,501309804,Mus musculus,P53,Sst-IRES-Cre,Ai14,cre reporter positive,503357739,Mouse ALM - L6,527131890,cell,F2S4_160201_002_F01,F2S4_160201_002,A8S4_160209_02_F01,A8S4_160209_02,14.03438186,L8S4_160216_02_F01,L8S4_160216_02,419,237.9709087,LS-15012,RSC-012,2856275,57.6,3.45,13.1,0.0417,2.18,23.6283,11449,9407,7410,5979,4141,2762,1662
507205027,501309804,Mus musculus,P53,Sst-IRES-Cre,Ai14,cre reporter positive,503357739,Mouse ALM - L6,527131884,cell,F2S4_160201_002_E01,F2S4_160201_002,A8S4_160209_02_E01,A8S4_160209_02,6.972515414,L8S4_160216_02_E01,L8S4_160216_02,392,243.5757815,LS-15012,RSC-012,2900537,52.8,3.8,12.1,0.0575,5,26.2425,10012,8129,6619,5572,4292,2810,1669
507205029,501309804,Mus musculus,P53,Sst-IRES-Cre,Ai14,cre reporter positive,503357739,Mouse ALM - L6,527131878,cell,F2S4_160201_002_D01,F2S4_160201_002,A8S4_160209_02_D01,A8S4_160209_02,6.361166266,L8S4_160216_02_D01,L8S4_160216_02,390,240.3418264,LS-15012,RSC-012,3039739,52,4.1,13.8,0.0578,5.2,24.8422,9821,7961,6448,5457,4304,2870,1770
507205031,501309804,Mus musculus,P53,Sst-IRES-Cre,Ai14,cre reporter positive,503357739,Mouse ALM - L6,527131872,cell,F2S4_160201_002_C01,F2S4_160201_002,A8S4_160209_02_C01,A8S4_160209_02,8.198348835,L8S4_160216_02_C01,L8S4_160216_02,440,176.3207237,LS-15012,RSC-012,2903487,57.4,3.11,13.5,0.0604,2.62,23.3096,10429,8440,6807,5729,4426,2831,1693
507205033,501309804,Mus musculus,P53,Sst-IRES-Cre,Ai14,cre reporter positive,503357699,Mouse ALM - L5,527131866,cell,F2S4_160201_002_B01,F2S4_160201_002,A8S4_160209_02_B01,A8S4_160209_02,13.15968231,L8S4_160216_02_B01,L8S4_160216_02,402,310.6470159,LS-15012,RSC-012,2736861,58.4,3.13,12.9,0.0313,2.27,23.2687,11387,9384,7347,5932,4204,2742,1688
507205035,501309804,Mus musculus,P53,Sst-IRES-Cre,Ai14,cre reporter positive,503357699,Mouse ALM - L5,527131860,cell,F2S4_160201_002_A01,F2S4_160201_002,A8S4_160209_02_A01,A8S4_160209_02,4.322551991,L8S4_160216_02_A01,L8S4_160216_02,420,240.1017111,LS-15012,RSC-012,2875967,49.6,4.16,14.1,0.0535,6.71,25.3765,9045,7301,6000,5142,4155,2971,1758
510238461,501486439,Mus musculus,P55,Vip-IRES-Cre,Ai14,cre reporter positive,504128493,Mouse ALM - L6,527141900,cell,F2S4_160205_029_H01,F2S4_160205_029,A8S4_160209_01_H12,A8S4_160209_01,4.633713032,L8S4_160301_03_H12,L8S4_160301_03,401,87.02972336,LS-15019,RSC-013,1919484,45.7,3.91,16.3,0.0945,5.27,28.7255,8439,7110,5813,5037,4107,2995,1773
510238463,501486439,Mus musculus,P55,Vip-IRES-Cre,Ai14,cre reporter positive,504128493,Mouse ALM - L6,527141894,cell,F2S4_160205_029_G01,F2S4_160205_029,A8S4_160209_01_G12,A8S4_160209_01,5.05695475,L8S4_160301_03_G12,L8S4_160301_03,514,47.80955853,LS-15019,RSC-013,2046813,53.2,3.75,12,0.0555,4.74,26.2545,8755,7380,5992,5202,4204,3048,1843
510238465,501486439,Mus musculus,P55,Vip-IRES-Cre,Ai14,cre reporter positive,504128493,Mouse ALM - L6,527141888,cell,F2S4_160205_029_F01,F2S4_160205_029,A8S4_160209_01_F12,A8S4_160209_01,4.596875327,L8S4_160301_03_F12,L8S4_160301_03,547,62.4738799,LS-15019,RSC-013,2441506,50.8,4.31,13.2,0.0709,4.62,26.9991,8662,7134,5809,5018,4093,3013,1784
510238467,501486439,Mus musculus,P55,Vip-IRES-Cre,Ai14,cre reporter positive,504128493,Mouse ALM - L6,527141882,cell,F2S4_160205_029_E01,F2S4_160205_029,A8S4_160209_01_E12,A8S4_160209_01,5.614223012,L8S4_160301_03_E12,L8S4_160301_03,547,67.89561182,LS-15019,RSC-013,2338490,49.2,4.2,16.1,0.0514,3.63,26.8186,9130,7568,6142,5276,4276,3026,1806
510238469,501486439,Mus musculus,P55,Vip-IRES-Cre,Ai14,cre reporter positive,504128493,Mouse ALM - L6,527141876,cell,F2S4_160205_029_D01,F2S4_160205_029,A8S4_160209_01_D12,A8S4_160209_01,4.080363674,L8S4_160301_03_D12,L8S4_160301_03,557,53.57309908,LS-15019,RSC-013,2206250,47,3.87,15.1,0.0546,5.64,28.3354,8136,6729,5467,4752,3889,2893,1873
510238471,501486439,Mus musculus,P55,Vip-IRES-Cre,Ai14,cre reporter positive,504128493,Mouse ALM - L6,527141870,cell,F2S4_160205_029_C01,F2S4_160205_029,A8S4_160209_01_C12,A8S4_160209_01,5.611871669,L8S4_160301_03_C12,L8S4_160301_03,635,64.79112471,LS-15019,RSC-013,2359500,57.5,3.66,12.4,0.0897,3.39,22.9603,9016,7484,6232,5565,4585,3208,1872
510238473,501486439,Mus musculus,P55,Vip-IRES-Cre,Ai14,cre reporter positive,504128493,Mouse ALM - L6,527141864,cell,F2S4_160205_029_B01,F2S4_160205_029,A8S4_160209_01_B12,A8S4_160209_01,3.904796739,L8S4_160301_03_B12,L8S4_160301_03,553,60.39883241,LS-15019,RSC-013,2170138,42.5,3.73,18.8,0.0476,4.96,29.9624,8357,6969,5663,4896,3966,2974,1849
510238475,501486439,Mus musculus,P55,Vip-IRES-Cre,Ai14,cre reporter positive,504128493,Mouse ALM - L6,527141858,cell,F2S4_160205_029_A01,F2S4_160205_029,A8S4_160209_01_A12,A8S4_160209_01,3.781743129,L8S4_160301_03_A12,L8S4_160301_03,543,60.2631047,LS-15019,RSC-013,2183165,42.1,4.36,17.3,0.0408,5.3,30.8992,8032,6721,5487,4766,3917,2912,1813
510238477,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768182,Mouse ALM - L5,527141852,cell,F2S4_160204_021_H01,F2S4_160204_021,A8S4_160209_01_H11,A8S4_160209_01,5.822708747,L8S4_160301_03_H11,L8S4_160301_03,520,74.07707765,LS-15019,RSC-013,2221041,48.8,4.04,15.6,0.0775,4.2,27.2825,9136,7586,6162,5308,4206,2941,1721
510238479,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768182,Mouse ALM - L5,527141846,cell,F2S4_160204_021_G01,F2S4_160204_021,A8S4_160209_01_G11,A8S4_160209_01,2.526909813,L8S4_160301_03_G11,L8S4_160301_03,511,51.23811621,LS-15019,RSC-013,1809777,40.6,3.87,15.8,0.112,11.3,28.318,6649,5611,4645,4110,3506,2806,2010
510238481,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768182,Mouse ALM - L5,527141839,cell,F2S4_160204_021_F01,F2S4_160204_021,A8S4_160209_01_F11,A8S4_160209_01,4.89392831,L8S4_160301_03_F11,L8S4_160301_03,580,66.6909024,LS-15019,RSC-013,2156265,56.4,3.88,11.7,0.109,4.31,23.601,8875,7380,6149,5400,4478,3105,1820
510238483,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768182,Mouse ALM - L5,527141833,cell,F2S4_160204_021_E01,F2S4_160204_021,A8S4_160209_01_E11,A8S4_160209_01,3.801337653,L8S4_160301_03_E11,L8S4_160301_03,554,60.44722618,LS-15019,RSC-013,2105298,44,5.26,16,0.0924,6.23,28.4176,7954,6593,5337,4639,3771,2854,1760
510238485,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768182,Mouse ALM - L5,527141827,cell,F2S4_160204_021_D01,F2S4_160204_021,A8S4_160209_01_D11,A8S4_160209_01,8.272024245,L8S4_160301_03_D11,L8S4_160301_03,517,49.31221506,LS-15019,RSC-013,2071184,47.7,4.09,15.7,0.0696,4.72,27.7204,9060,7630,6189,5238,4246,3046,1758
510238487,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768182,Mouse ALM - L5,527141821,cell,F2S4_160204_021_C01,F2S4_160204_021,A8S4_160209_01_C11,A8S4_160209_01,3.482338802,L8S4_160301_03_C11,L8S4_160301_03,559,58.93683387,LS-15019,RSC-013,2218095,38.1,3.75,20.4,0.0561,6.44,31.2539,8152,6831,5589,4846,3964,2984,1939
510238489,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768182,Mouse ALM - L5,527141814,cell,F2S4_160204_021_B01,F2S4_160204_021,A8S4_160209_01_B11,A8S4_160209_01,4.602361793,L8S4_160301_03_B11,L8S4_160301_03,539,52.16852161,LS-15019,RSC-013,2101745,40.6,4.61,22.3,0.0556,4.13,28.3044,9229,7802,6319,5403,4337,3082,1766
510238491,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768182,Mouse ALM - L5,527141808,cell,F2S4_160204_021_A01,F2S4_160204_021,A8S4_160209_01_A11,A8S4_160209_01,4.307660153,L8S4_160301_03_A11,L8S4_160301_03,564,60.55038252,LS-15019,RSC-013,2101089,38.9,4.33,21.5,0.0511,4.39,30.8289,8918,7514,6009,5096,4073,2939,1688
510238493,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141802,cell,F2S4_160204_018_H01,F2S4_160204_018,A8S4_160209_01_H10,A8S4_160209_01,3.463528059,L8S4_160301_03_H10,L8S4_160301_03,518,51.2260667,LS-15019,RSC-013,1851256,43.2,4.24,16.8,0.0849,7.67,28.0051,7374,6210,5058,4470,3740,2860,1939
510238495,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141796,cell,F2S4_160204_018_G01,F2S4_160204_018,A8S4_160209_01_G10,A8S4_160209_01,3.647716585,L8S4_160301_03_G10,L8S4_160301_03,540,46.64618748,LS-15019,RSC-013,2135272,44.9,4.57,17.6,0.0803,6.39,26.4597,7656,6362,5192,4511,3768,2913,1846
510238497,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141790,cell,F2S4_160204_018_F01,F2S4_160204_018,A8S4_160209_01_F10,A8S4_160209_01,5.137684189,L8S4_160301_03_F10,L8S4_160301_03,592,58.62184073,LS-15019,RSC-013,2708528,53.8,3.4,14.1,0.065,3.9,24.735,9372,7708,6312,5542,4569,3195,1854
510238499,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141784,cell,F2S4_160204_018_E01,F2S4_160204_018,A8S4_160209_01_E10,A8S4_160209_01,4.123471627,L8S4_160301_03_E10,L8S4_160301_03,504,63.43465139,LS-15019,RSC-013,2626823,46.9,5.13,14.8,0.0608,5.39,27.7192,8864,7239,5829,4970,3971,2906,1739
510238501,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141778,cell,F2S4_160204_018_D01,F2S4_160204_018,A8S4_160209_01_D10,A8S4_160209_01,3.543473717,L8S4_160301_03_D10,L8S4_160301_03,562,63.18567971,LS-15019,RSC-013,2295752,37.7,5.1,20.2,0.105,6.86,30.035,7794,6473,5270,4631,3831,2867,1907
510238503,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141771,cell,F2S4_160204_018_C01,F2S4_160204_018,A8S4_160209_01_C10,A8S4_160209_01,3.428257916,L8S4_160301_03_C10,L8S4_160301_03,552,49.15038843,LS-15019,RSC-013,2345288,50.1,4.72,13.1,0.108,7.33,24.642,7273,5897,4893,4344,3687,2919,2030
510238505,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141765,cell,F2S4_160204_018_B01,F2S4_160204_018,A8S4_160209_01_B10,A8S4_160209_01,1.866182464,L8S4_160301_03_B10,L8S4_160301_03,510,36.30502478,LS-15019,RSC-013,2144547,24.2,5.17,21.3,0.0893,17.1,32.1407,4743,3901,3029,2686,2307,1892,1479
510238507,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141759,cell,F2S4_160204_018_A01,F2S4_160204_018,A8S4_160209_01_A10,A8S4_160209_01,3.656338175,L8S4_160301_03_A10,L8S4_160301_03,609,42.01136682,LS-15019,RSC-013,2560728,41.1,5.09,18.1,0.101,6.56,29.049,7841,6490,5280,4605,3878,2973,1905
510238525,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141726,cell,F2S4_160204_017_H01,F2S4_160204_017,A8S4_160209_01_H08,A8S4_160209_01,3.830337548,L8S4_160301_03_H08,L8S4_160301_03,503,40.51753779,LS-15019,RSC-013,2052649,45.2,4.54,13.7,0.15,8.47,27.94,7269,6018,4948,4363,3679,2851,1965
510238527,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141711,cell,F2S4_160204_017_G01,F2S4_160204_017,A8S4_160209_01_G08,A8S4_160209_01,4.328038458,L8S4_160301_03_G08,L8S4_160301_03,580,41.83712918,LS-15019,RSC-013,2101691,46.6,4.79,15,0.0915,6.61,26.9085,7630,6393,5221,4578,3843,3002,1922
510238529,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141705,cell,F2S4_160204_017_F01,F2S4_160204_017,A8S4_160209_01_F08,A8S4_160209_01,3.683770509,L8S4_160301_03_F08,L8S4_160301_03,547,59.05062688,LS-15019,RSC-013,2197119,35.3,4.56,22.3,0.071,7.86,29.909,7828,6591,5301,4662,3920,3000,2015
510238531,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141698,cell,F2S4_160204_017_E01,F2S4_160204_017,A8S4_160209_01_E08,A8S4_160209_01,3.535635908,L8S4_160301_03_E08,L8S4_160301_03,549,59.36312344,LS-15019,RSC-013,2274733,32.1,4.72,22.7,0.0811,7.84,32.5589,7302,6055,4874,4253,3540,2794,1986
510238533,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141692,cell,F2S4_160204_017_D01,F2S4_160204_017,A8S4_160209_01_D08,A8S4_160209_01,3.722959557,L8S4_160301_03_D08,L8S4_160301_03,524,60.93313629,LS-15019,RSC-013,2312696,32,4.62,23,0.0866,8.54,31.7534,7576,6355,5142,4478,3666,2844,1939
510238535,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141686,cell,F2S4_160204_017_C01,F2S4_160204_017,A8S4_160209_01_C08,A8S4_160209_01,3.39847424,L8S4_160301_03_C08,L8S4_160301_03,580,52.06999293,LS-15019,RSC-013,2135010,36,3.85,20.3,0.0602,7.8,31.9898,6967,5805,4704,4147,3556,2881,2032
510238537,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141680,cell,F2S4_160204_017_B01,F2S4_160204_017,A8S4_160209_01_B08,A8S4_160209_01,4.749712614,L8S4_160301_03_B08,L8S4_160301_03,588,46.19265389,LS-15019,RSC-013,1927128,47.8,4.46,15.1,0.104,5.45,27.086,8289,6973,5678,4945,4089,3077,1803
510238539,501486431,Mus musculus,P54,Vip-IRES-Cre,Ai14,cre reporter positive,503768050,Mouse ALM - L2/3,527141674,cell,F2S4_160204_017_A01,F2S4_160204_017,A8S4_160209_01_A08,A8S4_160209_01,4.426011077,L8S4_160301_03_A08,L8S4_160301_03,592,41.1255768,LS-15019,RSC-013,2103376,43,4.57,17.4,0.0772,5.55,29.4028,8459,7078,5781,5062,4135,3004,1755
510238541,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527141668,cell,F2S4_160202_008_H01,F2S4_160202_008,A8S4_160209_01_H07,A8S4_160209_01,10.03396384,L8S4_160301_03_H07,L8S4_160301_03,620,47.96900705,LS-15019,RSC-013,1979151,53.3,4.14,17,0.0726,1.73,23.7574,10664,9096,7315,6089,4522,2866,1719
510238543,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527141662,cell,F2S4_160202_008_G01,F2S4_160202_008,A8S4_160209_01_G07,A8S4_160209_01,9.861532031,L8S4_160301_03_G07,L8S4_160301_03,548,51.25119867,LS-15019,RSC-013,1902480,47.5,5.08,18.3,0.0561,2.45,26.6139,10579,9095,7286,6022,4479,2859,1662
510238545,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527141655,cell,F2S4_160202_008_F01,F2S4_160202_008,A8S4_160209_01_F07,A8S4_160209_01,5.314818685,L8S4_160301_03_F07,L8S4_160301_03,559,63.08399839,LS-15019,RSC-013,1848224,45.5,3.93,18.1,0.0599,4.26,28.1501,9146,7898,6358,5460,4401,3163,1810
510238547,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527141649,cell,F2S4_160202_008_E01,F2S4_160202_008,A8S4_160209_01_E07,A8S4_160209_01,9.763559411,L8S4_160301_03_E07,L8S4_160301_03,593,88.2297583,LS-15019,RSC-013,2096930,70.2,2.75,7.48,0.0951,1.9,17.5749,10016,8491,7191,6124,4537,3071,1836
510238549,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527141643,cell,F2S4_160202_008_D01,F2S4_160202_008,A8S4_160209_01_D07,A8S4_160209_01,13.22787125,L8S4_160301_03_D07,L8S4_160301_03,701,81.55962262,LS-15019,RSC-013,2302854,70.8,2.69,8.01,0.106,1.43,16.964,10864,9254,7771,6462,4633,3043,1786
510238551,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527141636,cell,F2S4_160202_008_C01,F2S4_160202_008,A8S4_160209_01_C07,A8S4_160209_01,7.632458982,L8S4_160301_03_C07,L8S4_160301_03,536,83.95057004,LS-15019,RSC-013,2225555,50,4.37,16,0.0573,3.14,26.4327,10109,8478,6812,5667,4386,2882,1718
510238553,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527141630,cell,F2S4_160202_008_B01,F2S4_160202_008,A8S4_160209_01_B07,A8S4_160209_01,9.618559933,L8S4_160301_03_B07,L8S4_160301_03,582,62.84347593,LS-15019,RSC-013,2100671,53.6,3.82,14.5,0.0589,2.37,25.6511,10451,8833,7177,5946,4428,2863,1722
510238555,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527141623,cell,F2S4_160202_008_A01,F2S4_160202_008,A8S4_160209_01_A07,A8S4_160209_01,6.706029888,L8S4_160301_03_A07,L8S4_160301_03,520,57.33298333,LS-15019,RSC-013,2160017,53.9,3.63,13.3,0.0581,3.65,25.4619,9910,8290,6734,5716,4445,2921,1792
510238557,501309808,Mus musculus,P54,Sst-IRES-Cre,Ai14,cre reporter positive,501929538,Mouse ALM - L2/3,527141617,cell,F2S4_160202_007_H01,F2S4_160202_007,A8S4_160209_01_H06,A8S4_160209_01,4.888441843,L8S4_160301_03_H06,L8S4_160301_03,589,60.39396982,LS-15019,RSC-013,2025296,33.9,4.07,24.3,0.063,4.64,33.027,8686,7435,5920,5067,4081,2966,1801
