rnaseq_profile_id,donor_id,donor_age,genotype_driver,genotype_reporter,cell_reporter,cell_prep_sample_id,sampling_region,slice_index,slice_id,slice_name,cell_id,rnaseq_profile_total_reads,rnaseq_profile_percent_reads_aligned_to_mrna,rnaseq_profile_percent_reads_aligned_to_ncrna,rnaseq_profile_percent_reads_aligned_to_genome_only,subclass,subclass_order,subclass_color,broad_class,broad_class_order,broad_class_color
497124385,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390813,2503103,58.7,3.11,13.4,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497124386,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390814,2454618,59.7,3.07,13.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124387,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390815,2474200,60.4,3.76,7.14,Olig1_Opalin,23,#C8C8C8,Olig1,6,#333333
497124388,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390816,2561687,52.8,3.18,17.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124389,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390817,2811754,45.1,3.59,22.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124390,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390818,2686506,55.1,3.24,16.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124391,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390819,2631342,50.6,3.52,18.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124392,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390820,3124553,62.5,2.88,14.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124393,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390821,2724052,61,2.87,11.9,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497124394,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390822,2689446,58.7,3.12,12.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124395,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390823,2599166,60.5,2.84,11.3,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497124396,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390824,2814743,65.9,2.74,8.03,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497124397,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390825,2631235,48.3,3.66,19.1,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124398,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390826,2603985,65.9,4.99,5.47,Olig1_Opalin,23,#C8C8C8,Olig1,6,#333333
497124399,488448316,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,489890604,Mouse LGN - Shell,9,489890572,Snap25-IRES2-Cre;Ai14-213716.09.01,501390827,2542853,59.7,3.51,12.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124400,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891149,Mouse LGN - Shell,10,489891123,Snap25-IRES2-Cre;Ai14-213717.10.01,501390892,2755933,60.4,3.18,12.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124401,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891149,Mouse LGN - Shell,10,489891123,Snap25-IRES2-Cre;Ai14-213717.10.01,501390893,2670389,57.7,3.17,14.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124402,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891149,Mouse LGN - Shell,10,489891123,Snap25-IRES2-Cre;Ai14-213717.10.01,501390894,2709179,50.4,3.38,15.6,Olig1_Pdgfra,21,#505050,Olig1,6,#333333
497124403,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891149,Mouse LGN - Shell,10,489891123,Snap25-IRES2-Cre;Ai14-213717.10.01,501390895,2948986,51.1,3.53,18.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124404,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891149,Mouse LGN - Shell,10,489891123,Snap25-IRES2-Cre;Ai14-213717.10.01,501390896,2336831,65.6,3.07,8.63,Olig1_Rassf10,22,#A0A0A0,Olig1,6,#333333
497124405,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891149,Mouse LGN - Shell,10,489891123,Snap25-IRES2-Cre;Ai14-213717.10.01,501390897,3049476,64.7,2.73,10.2,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497124406,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891149,Mouse LGN - Shell,10,489891123,Snap25-IRES2-Cre;Ai14-213717.10.01,501390898,2715483,47.2,4.11,16.7,Olig1_Pdgfra,21,#505050,Olig1,6,#333333
497124407,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891149,Mouse LGN - Shell,10,489891123,Snap25-IRES2-Cre;Ai14-213717.10.01,501390899,2963688,61.3,2.91,13,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124408,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390932,2643090,42,3.64,24,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124409,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390933,2639403,59.8,3,14.1,Slc17a6_Calb2,4,#74A9CF,Slc17a6,1,#0000FF
497124410,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390934,2588633,63.7,2.95,10.8,Gad2_Pthlh,10,#FDDCFF,Gad2_Chrna6,3,#FF0000
497124411,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390935,2889391,51.3,3.34,19.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124412,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390936,2878342,56.9,2.77,13.7,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497124413,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390937,2874233,54.4,3.42,16.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124414,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390938,2951927,60.4,3.3,12.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124415,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390939,2684583,54,3.3,16.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124416,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390940,2886286,30.6,5.12,28.5,Slc17a6_Tcrb,1,#0640FF,Slc17a6,1,#0000FF
497124417,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390941,2569793,61.2,3.57,12.1,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124418,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390942,2399325,69.5,3.03,7.84,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124419,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390943,2732603,63.9,3.06,11.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124420,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390944,2560260,57.3,3.02,14,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124421,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390945,2752729,55.1,3.3,16.4,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124422,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390946,2654575,60.7,3.26,11.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124423,488448320,P57,Snap25-IRES2-Cre,Ai14,cre reporter positive,489891155,Mouse LGN - Shell,11,489891133,Snap25-IRES2-Cre;Ai14-213717.11.01,501390947,2474671,57.8,3.45,14.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124424,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390948,3138630,46.1,3.61,20.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124425,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390949,2673074,52.3,3.58,16.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124426,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390950,2566376,59.7,3.22,12.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124427,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390951,2655305,55.6,2.97,15.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124428,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390952,2881158,47.8,3.26,19.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124429,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390953,3474594,53,3.3,16.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124430,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390954,2654380,59.2,3.14,13.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124431,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390955,2413753,50,3.41,18.1,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124432,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390956,2329605,55.3,3.1,15.8,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497124433,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390957,1844192,44.6,3.79,20.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124434,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390958,2482671,51.2,3.05,17.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124435,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390959,2332394,52.3,3.3,17.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124436,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390960,2357064,48,2.94,18.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124437,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390961,3144697,54.7,3.47,15.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124438,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390962,2364366,35.1,4.19,23.7,Slc17a6_Tcrb,1,#0640FF,Slc17a6,1,#0000FF
497124439,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390963,2121265,55.1,3.39,15.1,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497124440,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390964,2942533,51.2,3.5,18.1,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124441,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390965,2589602,20.4,4.57,30.9,Slc17a6_Tcrb,1,#0640FF,Slc17a6,1,#0000FF
497124442,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390966,2511798,56,3.12,15,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124443,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390967,2783714,37.3,3.8,26.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124444,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390968,2586167,51.4,3.28,18,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124445,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390969,2617482,40.2,3.81,24.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124446,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390970,2566612,40.4,3.78,24.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124447,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273844,Mouse LGN - Shell,9,490273783,Snap25-IRES2-Cre;Ai14-215928.09.01,501390971,2457397,50.4,3.71,18,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124456,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390972,3040442,52.5,2.92,17.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124457,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390973,2585400,67.7,3.22,8.18,Olig1_Rassf10,22,#A0A0A0,Olig1,6,#333333
497124458,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390974,2331961,45.5,3.74,19.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124459,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390975,2079072,55.2,3.37,14.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124460,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390976,910457,57.7,2.8,13.6,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497124461,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390977,2637457,55,3.19,16.1,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124462,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390978,2037388,8.64,3.48,25.1,Lars2_Kcnmb1,20,#8E170E,Lars2_Kcnmb1,5,#8E170E
497124463,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390979,2214261,58.9,2.99,12.5,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124464,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390980,2753575,64.4,4.25,6.83,Olig1_Opalin,23,#C8C8C8,Olig1,6,#333333
497124465,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390981,2651994,41.7,3.49,23.5,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124466,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390982,2414454,33.8,3.63,29,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124467,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390983,2749912,35.2,3.73,28.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124468,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390984,2561305,63.1,2.75,10.6,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497124469,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390985,2771218,47.8,3.42,20.5,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124470,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390986,2790143,51.8,3.23,18.4,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124471,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390987,2480546,41.5,3.55,23,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124472,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390988,2211619,43.2,3.53,22.4,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124473,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390989,2247910,55.6,3.17,16.4,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124474,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390990,1958282,45,3.55,22.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124475,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390991,1989219,48.9,3.02,20.4,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497124476,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390992,2288207,51.8,3.09,17.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124477,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390993,2768204,57.7,3.14,13.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124478,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390994,2435894,59.1,3.08,12.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124479,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273851,Mouse LGN - Shell,10,490273808,Snap25-IRES2-Cre;Ai14-215928.10.01,501390995,2132430,44.5,3.48,20.5,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124480,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273860,Mouse LGN - Shell,11,490273822,Snap25-IRES2-Cre;Ai14-215928.11.01,501390996,2822938,53.1,3.07,17.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124481,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273860,Mouse LGN - Shell,11,490273822,Snap25-IRES2-Cre;Ai14-215928.11.01,501390997,2921205,62.5,2.29,7.99,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124482,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273860,Mouse LGN - Shell,11,490273822,Snap25-IRES2-Cre;Ai14-215928.11.01,501390998,2664105,45,3.39,21.1,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124483,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273860,Mouse LGN - Shell,11,490273822,Snap25-IRES2-Cre;Ai14-215928.11.01,501390999,2862046,36.4,3.56,24.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124484,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273860,Mouse LGN - Shell,11,490273822,Snap25-IRES2-Cre;Ai14-215928.11.01,501391000,2549923,54.8,2.9,14.3,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497124485,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273860,Mouse LGN - Shell,11,490273822,Snap25-IRES2-Cre;Ai14-215928.11.01,501391001,2804988,61.8,2.7,12.2,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497124486,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273860,Mouse LGN - Shell,11,490273822,Snap25-IRES2-Cre;Ai14-215928.11.01,501391002,2869562,62,2.87,12.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124487,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273860,Mouse LGN - Shell,11,490273822,Snap25-IRES2-Cre;Ai14-215928.11.01,501391003,2548833,55.4,3.14,14.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124488,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273860,Mouse LGN - Shell,11,490273822,Snap25-IRES2-Cre;Ai14-215928.11.01,501391004,2570482,50,3.36,19.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497124489,489910845,P54,Snap25-IRES2-Cre,Ai14,cre reporter positive,490273860,Mouse LGN - Shell,11,490273822,Snap25-IRES2-Cre;Ai14-215928.11.01,501391005,2542512,50.8,3.28,19.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
