rnaseq_profile_id,donor_id,donor_age,genotype_driver,genotype_reporter,cell_reporter,cell_prep_sample_id,sampling_region,slice_index,slice_id,slice_name,cell_id,rnaseq_profile_total_reads,rnaseq_profile_percent_reads_aligned_to_mrna,rnaseq_profile_percent_reads_aligned_to_ncrna,rnaseq_profile_percent_reads_aligned_to_genome_only,subclass,subclass_order,subclass_color,broad_class,broad_class_order,broad_class_color
497122741,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432970,Mouse LGN - Core,11,488432935,Gad2-IRES-Cre;Ai14-209943.11.01,501389295,2521375,61.8,2.53,7.79,Gad2_Rspo2,16,#FF8C00,Gad2_Syt4,4,#FFFF00
497122742,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432970,Mouse LGN - Core,11,488432935,Gad2-IRES-Cre;Ai14-209943.11.01,501389296,1874728,54,2.51,10.2,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122743,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432970,Mouse LGN - Core,11,488432935,Gad2-IRES-Cre;Ai14-209943.11.01,501389297,2525366,61.3,2.91,11,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122745,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432974,Mouse LGN - Core,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389302,2444976,59.1,2.97,10.9,Gad2_Spata20,12,#F80FF0,Gad2_Syt4,4,#FFFF00
497122746,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432974,Mouse LGN - Core,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389303,2678902,45.9,2.34,10.4,Gad2_Sepp1,5,#C77963,Gad2_Sepp1,2,#C77963
497122747,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432974,Mouse LGN - Core,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389304,2597226,60.1,2.57,9.36,Calb2_Plac9a,11,#9400E2,Gad2_Syt4,4,#FFFF00
497122748,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432974,Mouse LGN - Core,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389305,2561996,59.5,2.93,9.49,Gad2_Spata20,12,#F80FF0,Gad2_Syt4,4,#FFFF00
497122749,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432974,Mouse LGN - Core,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389306,2518484,60.5,2.93,8.37,Gad2_Spata20,12,#F80FF0,Gad2_Syt4,4,#FFFF00
497122750,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432974,Mouse LGN - Core,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389307,2552107,49.4,3.06,17.2,Gad2_Spata20,12,#F80FF0,Gad2_Syt4,4,#FFFF00
497122751,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432974,Mouse LGN - Core,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389308,2441225,51.3,2.99,15.5,Calb2_Plac9a,11,#9400E2,Gad2_Syt4,4,#FFFF00
497122752,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389325,2473220,54.2,2.06,10.5,Calb2_Plac9a,11,#9400E2,Gad2_Syt4,4,#FFFF00
497122753,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389326,2644274,54.4,3.05,15.5,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497122754,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389327,2606067,57.7,2.86,10.5,Cck_Serpina3g,15,#F08080,Gad2_Syt4,4,#FFFF00
497122755,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389328,2418217,61.6,2.58,8.21,Calb2_Plac9a,11,#9400E2,Gad2_Syt4,4,#FFFF00
497122756,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389329,2779276,61,2.82,9.71,Calb2_Plac9a,11,#9400E2,Gad2_Syt4,4,#FFFF00
497122757,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389330,2604327,61.9,2.85,11.1,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497122758,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389331,2651315,56.4,3.02,11,Calb2_Plac9a,11,#9400E2,Gad2_Syt4,4,#FFFF00
497122759,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389332,2747544,63.3,2.23,8.39,Gad2_Rspo2,16,#FF8C00,Gad2_Syt4,4,#FFFF00
497122760,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389333,2433160,55.8,3.19,13.9,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497122761,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389334,2428889,63.3,2.78,8.07,Gad2_Spata20,12,#F80FF0,Gad2_Syt4,4,#FFFF00
497122762,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389335,2640397,58,3.32,11,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122763,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389336,2755931,68.1,2.42,6.54,Calb2_Plac9a,11,#9400E2,Gad2_Syt4,4,#FFFF00
497122764,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389337,2803616,58.3,3,11.8,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122765,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389338,2676177,58.3,2.15,7.38,Gad2_Rspo2,16,#FF8C00,Gad2_Syt4,4,#FFFF00
497122766,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389339,2503248,60.2,2.89,9.96,Gad2_Pvalb,18,#FFD700,Gad2_Syt4,4,#FFFF00
497122767,487095969,P58,Gad2-IRES-Cre,Ai14,cre reporter positive,488432977,Mouse LGN - Shell,12,488432945,Gad2-IRES-Cre;Ai14-209943.12.01,501389340,2958967,60.2,2.77,8.94,Calb2_Plac9a,11,#9400E2,Gad2_Syt4,4,#FFFF00
497122769,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745663,Mouse LGN - Shell,10,488745518,Gad2-IRES-Cre;Ai14-209944.10.01,501389352,2406625,66.3,2.48,5.47,Gad2_Zar1,14,#FFA500,Gad2_Syt4,4,#FFFF00
497122770,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745663,Mouse LGN - Shell,10,488745518,Gad2-IRES-Cre;Ai14-209944.10.01,501389353,2441617,56.9,3.23,12.5,Gad2_Zar1,14,#FFA500,Gad2_Syt4,4,#FFFF00
497122771,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745663,Mouse LGN - Shell,10,488745518,Gad2-IRES-Cre;Ai14-209944.10.01,501389354,2674287,52.7,3.12,15.3,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497122772,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745663,Mouse LGN - Shell,10,488745518,Gad2-IRES-Cre;Ai14-209944.10.01,501389355,1051926,13.8,0.714,1.43,Gad2_Sepp1,5,#C77963,Gad2_Sepp1,2,#C77963
497122773,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745663,Mouse LGN - Shell,10,488745518,Gad2-IRES-Cre;Ai14-209944.10.01,501389356,1777252,23.3,0.94,1.69,Gad2_Sepp1,5,#C77963,Gad2_Sepp1,2,#C77963
497122774,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745663,Mouse LGN - Shell,10,488745518,Gad2-IRES-Cre;Ai14-209944.10.01,501389357,2498844,59.7,2.91,9.18,Plek2_Pkib,13,#FFFF00,Gad2_Syt4,4,#FFFF00
497122775,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389366,2255511,49.5,3.45,17.5,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122776,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389367,2287801,50.6,3.22,17.7,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497122777,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389368,2404344,59.6,2.76,10.7,Gad2_Zar1,14,#FFA500,Gad2_Syt4,4,#FFFF00
497122778,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389369,2730479,62.8,2.47,7.21,Calb2_Plac9a,11,#9400E2,Gad2_Syt4,4,#FFFF00
497122779,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389370,1079798,63.5,2.75,9.4,Calb2_Plac9a,11,#9400E2,Gad2_Syt4,4,#FFFF00
497122780,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389371,2572305,54.3,3.26,14.2,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497122781,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389372,2337282,52.8,2.98,14.1,Cck_Npy_Pcdh15,17,#E54E03,Gad2_Syt4,4,#FFFF00
497122782,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389373,2323039,54.9,3.19,13.6,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122783,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389374,2036184,53.6,3.16,15.4,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122784,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389375,2319929,60.7,2.88,8.96,Gad2_Zar1,14,#FFA500,Gad2_Syt4,4,#FFFF00
497122785,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389376,2861774,55.8,3.3,13,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122786,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389377,2361234,56.9,2.93,13.9,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497122787,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389378,504189,47.7,3.48,17.9,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122788,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389379,2375487,59,3.02,11.8,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122789,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745666,Mouse LGN - Core,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389380,2450889,53.6,3.17,16.1,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122791,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745669,Mouse LGN - Shell,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389387,990734,54,3.11,14.2,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497122792,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745669,Mouse LGN - Shell,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389388,1585254,59.5,2.91,10.1,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497122793,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745669,Mouse LGN - Shell,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389389,2554119,60.2,2.65,10.8,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497122794,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745669,Mouse LGN - Shell,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389390,2565462,58.4,2.69,12.3,Gad2_Pthlh,10,#FDDCFF,Gad2_Chrna6,3,#FF0000
497122795,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745669,Mouse LGN - Shell,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389391,1193409,17.9,0.908,1.55,Gad2_Sepp1,5,#C77963,Gad2_Sepp1,2,#C77963
497122796,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745669,Mouse LGN - Shell,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389392,1210669,13.3,0.45,1.38,Gad2_Sepp1,5,#C77963,Gad2_Sepp1,2,#C77963
497122797,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745669,Mouse LGN - Shell,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389393,2569287,53.9,3.22,15.8,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497122798,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745669,Mouse LGN - Shell,11,488745550,Gad2-IRES-Cre;Ai14-209944.11.01,501389394,2625528,65.8,2.71,6.72,Calb2_Plac9a,11,#9400E2,Gad2_Syt4,4,#FFFF00
497122800,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745675,Mouse LGN - Shell,12,488745630,Gad2-IRES-Cre;Ai14-209944.12.01,501389401,671068,53.3,3.2,13.7,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122801,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745675,Mouse LGN - Shell,12,488745630,Gad2-IRES-Cre;Ai14-209944.12.01,501389402,2690602,52.8,3.05,15.6,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497122802,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745675,Mouse LGN - Shell,12,488745630,Gad2-IRES-Cre;Ai14-209944.12.01,501389403,2697159,55.3,2.94,13.9,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122803,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745675,Mouse LGN - Shell,12,488745630,Gad2-IRES-Cre;Ai14-209944.12.01,501389404,2853635,57.9,2.87,11.8,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122804,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745675,Mouse LGN - Shell,12,488745630,Gad2-IRES-Cre;Ai14-209944.12.01,501389405,2401461,54.1,3,15.2,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497122805,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745675,Mouse LGN - Shell,12,488745630,Gad2-IRES-Cre;Ai14-209944.12.01,501389406,3225985,40.5,2.3,9.54,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122806,487095972,P59,Gad2-IRES-Cre,Ai14,cre reporter positive,488745675,Mouse LGN - Shell,12,488745630,Gad2-IRES-Cre;Ai14-209944.12.01,501389407,2305229,53.1,3.33,16.7,Chrna6_Plac9a,8,#E7298A,Gad2_Chrna6,3,#FF0000
497122807,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399943,Mouse LGN - Core,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390442,1174157,61,3.55,14.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122808,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399943,Mouse LGN - Core,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390443,1057137,48,3.57,17.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122809,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399943,Mouse LGN - Core,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390444,1164466,61.5,3.03,14.4,Slc17a6_Calb2,4,#74A9CF,Slc17a6,1,#0000FF
497122810,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399943,Mouse LGN - Core,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390445,1297457,57.9,3.19,16.4,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122811,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399943,Mouse LGN - Core,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390446,1294634,54.7,3.36,18.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122812,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399943,Mouse LGN - Core,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390447,1257091,65.4,2.94,10.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122813,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399943,Mouse LGN - Core,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390448,1176176,52.5,3.42,20.1,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122814,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399943,Mouse LGN - Core,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390449,1334574,52,3.49,18.8,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122815,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399947,Mouse LGN - Shell,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390474,1321007,61.6,3.13,14.5,Slc17a6_Calb2,4,#74A9CF,Slc17a6,1,#0000FF
497122816,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399947,Mouse LGN - Shell,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390475,1422935,64.6,3.05,10.7,Calb2_Plac9a,11,#9400E2,Gad2_Syt4,4,#FFFF00
497122817,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399947,Mouse LGN - Shell,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390476,1207100,56.4,3.42,17.5,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122818,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399947,Mouse LGN - Shell,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390477,1165796,56.2,3.25,18.1,Slc17a6_Calb2,4,#74A9CF,Slc17a6,1,#0000FF
497122819,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399947,Mouse LGN - Shell,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390478,1354550,62.2,2.99,12.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122820,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399947,Mouse LGN - Shell,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390479,1386227,53.7,3.25,17.9,Slc17a6_Calb2,4,#74A9CF,Slc17a6,1,#0000FF
497122821,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399947,Mouse LGN - Shell,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390480,1454605,64.2,2.89,10.3,Calb2_Plac9a,11,#9400E2,Gad2_Syt4,4,#FFFF00
497122822,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399947,Mouse LGN - Shell,11,488399798,Snap25-IRES2-Cre;Ai14-211623.11.01,501390481,1378912,58.2,3.26,14.9,Slc17a6_Calb2,4,#74A9CF,Slc17a6,1,#0000FF
497122823,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390379,1129901,45.6,3.89,22.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122824,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390380,1230982,54.4,3.43,18.2,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122825,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390381,1173029,66.9,3.16,9.46,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122826,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390382,964542,56.9,3.33,11.7,Olig1_Rassf10,22,#A0A0A0,Olig1,6,#333333
497122827,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390383,1229649,61.4,3.48,13.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122828,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390384,1230590,62.3,3.21,12.3,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122829,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390385,1489327,49.1,3.23,16.9,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122830,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390386,1508252,55.9,3.38,17,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122831,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390387,1271655,67.2,2.84,10.8,Tac1_Gabra4,6,#CE1256,Gad2_Chrna6,3,#FF0000
497122832,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390388,1140185,62,3.26,13.5,Styk1_Cdh13_Car10,7,#FF6A6A,Gad2_Chrna6,3,#FF0000
497122833,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390389,1201272,59.2,3.45,16.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122834,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390390,1109651,70.1,2.9,10,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122835,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390391,1092485,56,3.45,17.5,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122836,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390392,1106722,66.4,2.75,11.6,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122837,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390393,1024160,61.3,3.25,14.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122838,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399931,Mouse LGN - Core,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390394,1043656,63.5,3.02,13.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122839,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399940,Mouse LGN - Shell,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390410,1192816,47.3,3.75,22.5,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122840,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399940,Mouse LGN - Shell,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390411,1924806,53.1,3.49,19.2,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
497122841,487244822,P56,Snap25-IRES2-Cre,Ai14,cre reporter positive,488399940,Mouse LGN - Shell,10,488399783,Snap25-IRES2-Cre;Ai14-211623.10.01,501390412,1749927,55.2,3.52,17.7,Slc17a6_Pigl,3,#21F4CC,Slc17a6,1,#0000FF
