Symbol	 Ensemble  Acc 	GeneID
SDC3	ENSG00000162512.11	9672.0
SDCBP	ENSG00000137575.7	6386.0
SDCBPP1	ENSG00000226705.1	100128930.0
SDCCAG3	ENSG00000165689.12	10807.0
SDCCAG8	ENSG00000054282.11	10806.0
SDF4	ENSG00000078808.12	51150.0
SDHA	ENSG00000073578.12	6389.0
SDHAF2	ENSG00000167985.2	54949.0
SDHAP2	ENSG00000215837.7	727956.0
SDHB	ENSG00000117118.5	6390.0
SDHCP2	ENSG00000214549.2	100128302.0
SDHD	ENSG00000204370.4	6392.0
SDHDP6	ENSG00000224183.1	29768.0
SDIM1	ENSG00000256391.1	100505705.0
SDPR	ENSG00000168497.4	8436.0
SDR16C5	ENSG00000170786.8	195814.0
SDR39U1	ENSG00000100445.12	56948.0
SDR9C7	ENSG00000170426.1	121214.0
SDS	ENSG00000135094.6	10993.0
SDSL	ENSG00000139410.10	113675.0
SEC13	ENSG00000157020.13	6396.0
SEC14L1P1	ENSG00000213693.4	729799.0
SEC16A	ENSG00000148396.14	9919.0
SEC16B	ENSG00000120341.14	89866.0
SEC24B	ENSG00000138802.7	10427.0
SEC24B-AS1	ENSG00000247950.2	100533182.0
SEC24D	ENSG00000150961.10	9871.0
SEC31A	ENSG00000138674.12	22872.0
SEC31B	ENSG00000075826.12	25956.0
SEC61A1	ENSG00000058262.5	29927.0
SEC61B	ENSG00000106803.5	10952.0
SEC61G	ENSG00000132432.9	23480.0
SEC62	ENSG00000008952.12	7095.0
SEC62-AS1	ENSG00000240373.1	106478967.0
SEC63	ENSG00000025796.9	11231.0
SEC63P1	ENSG00000228057.1	100420341.0
SEC63P2	ENSG00000250416.2	100420287.0
SECISBP2	ENSG00000187742.10	79048.0
SEL1L3	ENSG00000091490.6	23231.0
SELENBP1	ENSG00000143416.16	8991.0
SELP	ENSG00000174175.12	6403.0
SELPLG	ENSG00000110876.8	6404.0
SEMA3B-AS1	ENSG00000232352.1	101928931.0
SEMA3C	ENSG00000075223.9	10512.0
SEMA3D	ENSG00000153993.9	223117.0
SEMA4A	ENSG00000196189.8	64218.0
SEMA4D	ENSG00000187764.7	10507.0
SEMA4F	ENSG00000135622.8	10505.0
SEMA4G	ENSG00000095539.11	57715.0
SEMA5B	ENSG00000082684.10	54437.0
SEMA6A	ENSG00000092421.12	57556.0
SEMA6C	ENSG00000143434.11	10500.0
SENP2	ENSG00000163904.8	59343.0
SENP5	ENSG00000119231.6	205564.0
SENP6	ENSG00000112701.13	26054.0
SENP7	ENSG00000138468.11	57337.0
SEPHS1P6	ENSG00000213938.3	729399.0
SEPHS1P7	ENSG00000231926.1	391428.0
SEPSECS	ENSG00000109618.7	51091.0
SEPT10	ENSG00000186522.10	151011.0
SEPT10P1	ENSG00000253541.1	389662.0
SEPT14	ENSG00000154997.8	346288.0
SEPT2	ENSG00000168385.13	4735.0
SEPT2P1	ENSG00000227850.1	100873333.0
SEPT7P2	ENSG00000214765.4	641977.0
SEPT7P4	ENSG00000240651.1	100418715.0
SEPT7P5	ENSG00000164740.5	100418718.0
SEPT7P6	ENSG00000241007.1	100418720.0
SEPT7P9	ENSG00000120555.9	285961.0
SEPT8	ENSG00000164402.9	23176.0
SERAC1	ENSG00000122335.9	84947.0
SERBP1P3	ENSG00000242142.1	553148.0
SERBP1P5	ENSG00000249565.2	442112.0
SERBP1P6	ENSG00000248873.1	100420450.0
SERF1A	ENSG00000172058.11	8293.0
SERF1AP1	ENSG00000250813.1	100131921.0
SERF1B	ENSG00000205572.5	728492.0
SERGEF	ENSG00000129158.6	26297.0
SERINC2	ENSG00000168528.7	347735.0
SERP1	ENSG00000120742.6	27230.0
SERP2	ENSG00000151778.6	387923.0
SERPINB1	ENSG00000021355.8	1992.0
SERPINB6	ENSG00000124570.13	5269.0
SERPINB8P1	ENSG00000217707.2	11029.0
SERPINB9	ENSG00000170542.5	5272.0
SERPINC1	ENSG00000117601.9	462.0
SERPINE2	ENSG00000135919.8	5270.0
SERPINE3	ENSG00000253309.2	647174.0
SERPINH1	ENSG00000149257.9	871.0
SERPINH1P1	ENSG00000229207.1	158172.0
SERPINI2	ENSG00000114204.10	5276.0
SERTAD2	ENSG00000179833.4	9792.0
SERTAD4	ENSG00000082497.7	56256.0
SERTAD4-AS1	ENSG00000203706.4	574036.0
SESN1	ENSG00000080546.9	27244.0
SESN2	ENSG00000130766.4	83667.0
SESN3	ENSG00000149212.6	143686.0
SESTD1	ENSG00000187231.9	91404.0
SET	ENSG00000119335.12	6418.0
SETD1B	ENSG00000139718.6	23067.0
SETD5	ENSG00000168137.11	55209.0
SETD7	ENSG00000145391.9	80854.0
SETD9	ENSG00000155542.7	133383.0
SETMAR	ENSG00000170364.8	6419.0
SETP11	ENSG00000239570.1	100419187.0
SETP12	ENSG00000251609.2	100419158.0
SETP14	ENSG00000240489.1	389168.0
SETP17	ENSG00000255222.1	100130043.0
SETP20	ENSG00000225094.3	389217.0
SETP6	ENSG00000241319.1	100419178.0
SETP7	ENSG00000257444.1	100873166.0
SETP9	ENSG00000235101.1	100129738.0
SETX	ENSG00000107290.9	23064.0
SF1	ENSG00000168066.16	7536.0
SF3A3	ENSG00000183431.7	10946.0
SF3A3P2	ENSG00000254449.1	449645.0
SF3B1	ENSG00000115524.11	23451.0
SF3B2	ENSG00000087365.10	10992.0
SF3B4	ENSG00000143368.9	10262.0
SF3B5	ENSG00000169976.5	83443.0
SFMBT1	ENSG00000163935.9	51460.0
SFMBT2	ENSG00000198879.7	57713.0
SFN	ENSG00000175793.10	2810.0
SFPQ	ENSG00000116560.6	6421.0
SFR1	ENSG00000156384.10	119392.0
SFRP1	ENSG00000104332.7	6422.0
SFRP2	ENSG00000145423.4	6423.0
SFRP5	ENSG00000120057.4	6425.0
SFSWAP	ENSG00000061936.5	6433.0
SFT2D1	ENSG00000198818.5	113402.0
SFTA1P	ENSG00000225383.2	207107.0
SFTA2	ENSG00000196260.3	389376.0
SFTPA1	ENSG00000122852.10	653509.0
SFTPB	ENSG00000168878.12	6439.0
SFTPC	ENSG00000168484.8	6440.0
SFTPD	ENSG00000133661.11	6441.0
SFXN2	ENSG00000156398.8	118980.0
SFXN3	ENSG00000107819.9	81855.0
SFXN4	ENSG00000183605.12	119559.0
SFXN5	ENSG00000144040.8	94097.0
SGCD	ENSG00000170624.9	6444.0
SGCE	ENSG00000127990.11	8910.0
SGCG	ENSG00000102683.6	6445.0
SGCZ	ENSG00000185053.8	137868.0
SGIP1	ENSG00000118473.17	84251.0
SGK1	ENSG00000118515.7	6446.0
SGMS1	ENSG00000198964.9	259230.0
SGMS2	ENSG00000164023.10	166929.0
SGPP2	ENSG00000163082.9	130367.0
SGTB	ENSG00000197860.5	54557.0
SH2B3	ENSG00000111252.6	10019.0
SH2D1B	ENSG00000198574.4	117157.0
SH2D2A	ENSG00000027869.7	9047.0
SH2D3C	ENSG00000095370.15	10044.0
SH2D4A	ENSG00000104611.7	63898.0
SH2D4B	ENSG00000178217.9	387694.0
SH2D5	ENSG00000189410.7	400745.0
SH2D6	ENSG00000152292.12	284948.0
SH3BGRL2	ENSG00000198478.6	83699.0
SH3BP2	ENSG00000087266.11	6452.0
SH3BP5-AS1	ENSG00000224660.1	100505696.0
SH3D19	ENSG00000109686.12	152503.0
SH3GL2	ENSG00000107295.8	6456.0
SH3GLB1	ENSG00000097033.10	51100.0
SH3GLB2	ENSG00000148341.13	56904.0
SH3PXD2A	ENSG00000107957.12	9644.0
SH3PXD2B	ENSG00000174705.7	285590.0
SH3RF2	ENSG00000156463.13	153769.0
SH3RF3	ENSG00000172985.8	344558.0
SH3RF3-AS1	ENSG00000259863.1	100287216.0
SH3YL1	ENSG00000035115.17	26751.0
SHANK2-AS2	ENSG00000236262.1	100874199.0
SHARPIN	ENSG00000179526.12	81858.0
SHC3	ENSG00000148082.5	53358.0
SHCBP1L	ENSG00000157060.10	81626.0
SHISA2	ENSG00000180730.4	387914.0
SHISA3	ENSG00000178343.4	152573.0
SHISA4	ENSG00000198892.6	149345.0
SHMT1P1	ENSG00000224751.2	6471.0
SHMT2	ENSG00000182199.6	6472.0
SHOC2	ENSG00000108061.7	8036.0
SHOX2	ENSG00000168779.15	6474.0
SHPRH	ENSG00000146414.11	257218.0
SHQ1	ENSG00000144736.9	55164.0
SHROOM1	ENSG00000164403.10	134549.0
SHROOM3	ENSG00000138771.10	57619.0
SI	ENSG00000090402.3	6476.0
SIAH2	ENSG00000181788.3	6478.0
SIAH2-AS1	ENSG00000244265.1	100874005.0
SIAH3	ENSG00000215475.3	283514.0
SIDT1	ENSG00000072858.6	54847.0
SIDT1-AS1	ENSG00000239453.1	100874030.0
SIDT2	ENSG00000149577.11	51092.0
SIGMAR1	ENSG00000147955.12	10280.0
SIK2	ENSG00000170145.4	23235.0
SIKE1	ENSG00000052723.7	80143.0
SIM1	ENSG00000112246.5	6492.0
SIMC1	ENSG00000170085.13	375484.0
SIRT3	ENSG00000142082.10	23410.0
SIRT4	ENSG00000089163.4	23409.0
SIRT5	ENSG00000124523.10	23408.0
SIT1	ENSG00000137078.4	27240.0
SIX2	ENSG00000170577.7	10736.0
SIX3-AS1	ENSG00000236502.1	100506108.0
SIX4	ENSG00000100625.8	51804.0
SKA2P1	ENSG00000232387.2	729012.0
SKA3	ENSG00000165480.11	221150.0
SKAP2	ENSG00000005020.8	8935.0
SKI	ENSG00000157933.9	6497.0
SKIDA1	ENSG00000180592.12	387640.0
SKIL	ENSG00000136603.9	6498.0
SKIV2L	ENSG00000204351.7	6499.0
SKIV2L2	ENSG00000039123.11	23517.0
SKP1P1	ENSG00000231234.1	6922.0
SLAIN1	ENSG00000139737.17	122060.0
SLAIN2	ENSG00000109171.10	57606.0
SLAMF1	ENSG00000117090.10	6504.0
SLAMF6	ENSG00000162739.9	114836.0
SLAMF6P1	ENSG00000227243.2	100862852.0
SLAMF7	ENSG00000026751.12	57823.0
SLAMF8	ENSG00000158714.6	56833.0
SLC10A2	ENSG00000125255.5	6555.0
SLC10A4	ENSG00000145248.6	201780.0
SLC10A5P1	ENSG00000205184.2	100631269.0
SLC10A7	ENSG00000120519.10	84068.0
SLC12A7	ENSG00000113504.15	10723.0
SLC12A9	ENSG00000146828.13	56996.0
SLC13A1	ENSG00000081800.4	6561.0
SLC13A4	ENSG00000164707.11	26266.0
SLC15A1	ENSG00000088386.11	6564.0
SLC15A5	ENSG00000188991.3	729025.0
SLC16A10	ENSG00000112394.12	117247.0
SLC16A14P1	ENSG00000213708.6	100128685.0
SLC16A1P1	ENSG00000242280.1	100422547.0
SLC16A7	ENSG00000118596.7	9194.0
SLC16A9	ENSG00000165449.7	220963.0
SLC17A1	ENSG00000124568.6	6568.0
SLC17A2	ENSG00000112337.6	10246.0
SLC17A3	ENSG00000124564.13	10786.0
SLC17A4	ENSG00000146039.6	10050.0
SLC17A5	ENSG00000119899.11	26503.0
SLC17A8	ENSG00000179520.6	246213.0
SLC18A1	ENSG00000036565.10	6570.0
SLC18A2	ENSG00000165646.7	6571.0
SLC18A3	ENSG00000187714.5	6572.0
SLC19A2	ENSG00000117479.8	10560.0
SLC19A3	ENSG00000135917.9	80704.0
SLC1A3	ENSG00000079215.9	6507.0
SLC1A4	ENSG00000115902.6	6509.0
SLC1A7	ENSG00000162383.7	6512.0
SLC20A2	ENSG00000168575.5	6575.0
SLC22A1	ENSG00000175003.8	6580.0
SLC22A10	ENSG00000184999.7	387775.0
SLC22A11	ENSG00000168065.11	55867.0
SLC22A12	ENSG00000197891.7	116085.0
SLC22A14	ENSG00000144671.6	9389.0
SLC22A15	ENSG00000163393.8	55356.0
SLC22A16	ENSG00000004809.9	85413.0
SLC22A23	ENSG00000137266.10	63027.0
SLC22A24	ENSG00000197658.5	283238.0
SLC22A3	ENSG00000146477.4	6581.0
SLC22A6	ENSG00000197901.7	9356.0
SLC22A7	ENSG00000137204.10	10864.0
SLC22A8	ENSG00000149452.11	9376.0
SLC22A9	ENSG00000149742.5	114571.0
SLC23A3	ENSG00000213901.6	151295.0
SLC24A2	ENSG00000155886.7	25769.0
SLC25A12	ENSG00000115840.9	8604.0
SLC25A14P1	ENSG00000213608.5	100288343.0
SLC25A15	ENSG00000102743.10	10166.0
SLC25A15P2	ENSG00000237164.1	100874522.0
SLC25A15P3	ENSG00000251299.1	100422635.0
SLC25A18P1	ENSG00000234309.1	106480776.0
SLC25A1P1	ENSG00000254479.1	100131457.0
SLC25A1P2	ENSG00000234467.1	100133079.0
SLC25A1P3	ENSG00000213645.2	644159.0
SLC25A2	ENSG00000120329.4	83884.0
SLC25A20	ENSG00000178537.5	788.0
SLC25A20P1	ENSG00000218363.1	789.0
SLC25A21	ENSG00000183032.6	89874.0
SLC25A21-AS1	ENSG00000258708.1	100129794.0
SLC25A22	ENSG00000177542.6	79751.0
SLC25A24	ENSG00000085491.11	29957.0
SLC25A24P1	ENSG00000241361.4	727941.0
SLC25A24P2	ENSG00000238118.1	100422608.0
SLC25A25	ENSG00000148339.8	114789.0
SLC25A27	ENSG00000153291.11	9481.0
SLC25A28	ENSG00000155287.6	81894.0
SLC25A30	ENSG00000174032.12	253512.0
SLC25A30-AS1	ENSG00000251015.1	100874259.0
SLC25A32	ENSG00000164933.7	81034.0
SLC25A33	ENSG00000171612.6	84275.0
SLC25A34	ENSG00000162461.7	284723.0
SLC25A36	ENSG00000114120.7	55186.0
SLC25A37	ENSG00000147454.9	51312.0
SLC25A38P1	ENSG00000229785.1	441915.0
SLC25A39P2	ENSG00000257016.1	107126289.0
SLC25A3P1	ENSG00000236253.3	163742.0
SLC25A3P2	ENSG00000258373.1	100128618.0
SLC25A4	ENSG00000151729.6	291.0
SLC25A40	ENSG00000075303.8	55972.0
SLC25A44	ENSG00000160785.9	9673.0
SLC25A48	ENSG00000145832.8	153328.0
SLC25A51P1	ENSG00000220483.4	442229.0
SLC25A5P2	ENSG00000235064.1	344371.0
SLC25A5P3	ENSG00000213673.3	222005.0
SLC25A5P4	ENSG00000234421.2	100131027.0
SLC25A5P6	ENSG00000213332.4	644042.0
SLC25A5P7	ENSG00000218180.2	442255.0
SLC25A6P2	ENSG00000232203.3	138412.0
SLC25A6P3	ENSG00000232846.1	100422686.0
SLC26A2	ENSG00000155850.7	1836.0
SLC26A3	ENSG00000091138.8	1811.0
SLC26A4	ENSG00000091137.7	5172.0
SLC26A4-AS1	ENSG00000233705.2	286002.0
SLC26A5	ENSG00000170615.10	375611.0
SLC26A7	ENSG00000147606.4	115111.0
SLC26A9	ENSG00000174502.14	115019.0
SLC27A3	ENSG00000143554.9	11000.0
SLC27A4	ENSG00000167114.8	10999.0
SLC27A6	ENSG00000113396.8	28965.0
SLC28A3	ENSG00000197506.6	64078.0
SLC29A1	ENSG00000112759.12	2030.0
SLC29A4P1	ENSG00000214668.4	402509.0
SLC29A4P2	ENSG00000214660.6	100132308.0
SLC2A1	ENSG00000117394.15	6513.0
SLC2A1-AS1	ENSG00000227533.1	440584.0
SLC2A12	ENSG00000146411.5	154091.0
SLC2A13	ENSG00000151229.8	114134.0
SLC2A13P1	ENSG00000254954.1	106480239.0
SLC2A14	ENSG00000173262.7	144195.0
SLC2A2	ENSG00000163581.9	6514.0
SLC2A3	ENSG00000059804.11	6515.0
SLC2A3P2	ENSG00000185031.6	391045.0
SLC2A6	ENSG00000160326.9	11182.0
SLC2A7	ENSG00000197241.3	155184.0
SLC2A8	ENSG00000136856.13	29988.0
SLC2A9	ENSG00000109667.7	56606.0
SLC30A10	ENSG00000196660.6	55532.0
SLC30A2	ENSG00000158014.10	7780.0
SLC30A3	ENSG00000115194.6	7781.0
SLC30A5	ENSG00000145740.14	64924.0
SLC30A6	ENSG00000152683.10	55676.0
SLC30A8	ENSG00000164756.8	169026.0
SLC30A9	ENSG00000014824.9	10463.0
SLC31A1	ENSG00000136868.9	1317.0
SLC31A1P1	ENSG00000224426.1	117151.0
SLC31A2	ENSG00000136867.6	1318.0
SLC34A1	ENSG00000131183.6	6569.0
SLC34A2	ENSG00000157765.7	10568.0
SLC35A1	ENSG00000164414.12	10559.0
SLC35A3	ENSG00000117620.8	23443.0
SLC35B2	ENSG00000157593.12	347734.0
SLC35C1	ENSG00000181830.7	55343.0
SLC35D1	ENSG00000116704.6	23169.0
SLC35E1P1	ENSG00000238286.1	727991.0
SLC35E2	ENSG00000215790.2	9906.0
SLC35E2B	ENSG00000189339.7	728661.0
SLC35E3	ENSG00000175782.8	55508.0
SLC35F1	ENSG00000196376.6	222553.0
SLC35F2	ENSG00000110660.10	54733.0
SLC35F3	ENSG00000183780.8	148641.0
SLC35G2	ENSG00000168917.8	80723.0
SLC35G5	ENSG00000177710.5	83650.0
SLC36A4	ENSG00000180773.10	120103.0
SLC37A2	ENSG00000134955.7	219855.0
SLC37A4	ENSG00000137700.12	2542.0
SLC38A11	ENSG00000169507.5	151258.0
SLC38A4	ENSG00000139209.11	55089.0
SLC38A6	ENSG00000139974.11	145389.0
SLC38A9	ENSG00000177058.7	153129.0
SLC39A12	ENSG00000148482.7	221074.0
SLC39A12-AS1	ENSG00000226083.1	100129213.0
SLC39A13	ENSG00000165915.9	91252.0
SLC39A2	ENSG00000165794.5	29986.0
SLC39A7	ENSG00000112473.12	7922.0
SLC39A9	ENSG00000029364.7	55334.0
SLC3A2	ENSG00000168003.12	6520.0
SLC40A1	ENSG00000138449.6	30061.0
SLC41A1	ENSG00000133065.6	254428.0
SLC43A1	ENSG00000149150.4	8501.0
SLC43A3	ENSG00000134802.13	29015.0
SLC44A4	ENSG00000204385.6	80736.0
SLC45A2	ENSG00000164175.10	51151.0
SLC45A4	ENSG00000022567.5	57210.0
SLC46A3	ENSG00000139508.10	283537.0
SLC48A1	ENSG00000211584.9	55652.0
SLC4A10	ENSG00000144290.12	57282.0
SLC4A2	ENSG00000164889.8	6522.0
SLC4A3	ENSG00000114923.12	6508.0
SLC4A4	ENSG00000080493.9	8671.0
SLC4A5	ENSG00000188687.11	57835.0
SLC4A8	ENSG00000050438.12	9498.0
SLC4A9	ENSG00000113073.10	83697.0
SLC51A	ENSG00000163959.5	200931.0
SLC5A4P1	ENSG00000255116.2	100422550.0
SLC5A7	ENSG00000115665.4	60482.0
SLC5A8	ENSG00000256870.2	160728.0
SLC6A1	ENSG00000157103.6	6529.0
SLC6A1-AS1	ENSG00000232287.2	100874090.0
SLC6A12	ENSG00000111181.8	6539.0
SLC6A13	ENSG00000010379.11	6540.0
SLC6A15	ENSG00000072041.12	55117.0
SLC6A19	ENSG00000174358.11	340024.0
SLC6A20	ENSG00000163817.11	54716.0
SLC6A3	ENSG00000142319.14	6531.0
SLC6A5	ENSG00000165970.7	9152.0
SLC6A6	ENSG00000131389.12	6533.0
SLC6A7	ENSG00000011083.4	6534.0
SLC6A9	ENSG00000196517.7	6536.0
SLC7A1	ENSG00000139514.8	6541.0
SLC7A11-AS1	ENSG00000250033.1	641364.0
SLC7A13	ENSG00000164893.4	157724.0
SLC7A14	ENSG00000013293.5	57709.0
SLC7A15P	ENSG00000232800.1	100289450.0
SLC7A2	ENSG00000003989.12	6542.0
SLC7A7	ENSG00000155465.14	9056.0
SLC8A1-AS1	ENSG00000227028.2	100128590.0
SLC8B1	ENSG00000089060.7	80024.0
SLC9A1	ENSG00000090020.6	6548.0
SLC9A2	ENSG00000115616.2	6549.0
SLC9A3	ENSG00000066230.6	6550.0
SLC9A3P1	ENSG00000233011.1	6551.0
SLC9A3P3	ENSG00000226631.1	728990.0
SLC9A4	ENSG00000180251.4	389015.0
SLC9A9	ENSG00000181804.10	285195.0
SLC9A9-AS1	ENSG00000240012.1	100885796.0
SLC9A9-AS2	ENSG00000244493.1	106480356.0
SLC9B1	ENSG00000164037.12	150159.0
SLC9B1P2	ENSG00000214329.3	389000.0
SLC9B1P3	ENSG00000233867.2	100421008.0
SLC9B2	ENSG00000164038.10	133308.0
SLC9C2	ENSG00000162753.10	284525.0
SLCO1A2	ENSG00000084453.12	6579.0
SLCO1B1	ENSG00000134538.2	10599.0
SLCO1B3	ENSG00000111700.8	28234.0
SLCO1B7	ENSG00000205754.6	338821.0
SLCO1C1	ENSG00000139155.4	53919.0
SLCO2B1	ENSG00000137491.10	11309.0
SLCO5A1	ENSG00000137571.6	81796.0
SLCO6A1	ENSG00000205359.5	133482.0
SLFNL1	ENSG00000171790.11	200172.0
SLIT1	ENSG00000187122.12	6585.0
SLIT2	ENSG00000145147.15	9353.0
SLIT2-IT1	ENSG00000248228.1	100505893.0
SLIT3	ENSG00000184347.10	6586.0
SLITRK1	ENSG00000178235.6	114798.0
SLITRK5	ENSG00000165300.6	26050.0
SLITRK6	ENSG00000184564.8	84189.0
SLK	ENSG00000065613.9	9748.0
SLMAP	ENSG00000163681.10	7871.0
SLN	ENSG00000170290.3	6588.0
SLU7	ENSG00000164609.5	10569.0
SLURP1	ENSG00000126233.1	57152.0
SMAD1	ENSG00000170365.5	4086.0
SMAD5	ENSG00000113658.12	4090.0
SMAD5-AS1	ENSG00000164621.5	9597.0
SMAD9	ENSG00000120693.9	4093.0
SMAGP	ENSG00000170545.12	57228.0
SMARCA5	ENSG00000153147.5	8467.0
SMARCA5-AS1	ENSG00000245112.2	100128055.0
SMARCAD1	ENSG00000163104.13	56916.0
SMARCAL1	ENSG00000138375.8	50485.0
SMARCC2	ENSG00000139613.7	6601.0
SMARCD1	ENSG00000066117.10	6602.0
SMARCE1P1	ENSG00000225215.1	100271884.0
SMARCE1P2	ENSG00000226309.1	442233.0
SMARCE1P4	ENSG00000253650.1	642879.0
SMARCE1P6	ENSG00000214465.3	646196.0
SMC3	ENSG00000108055.9	9126.0
SMC6	ENSG00000163029.11	79677.0
SMCO1	ENSG00000214097.4	255798.0
SMCO2	ENSG00000165935.5	341346.0
SMCO4	ENSG00000166002.2	56935.0
SMG5	ENSG00000198952.7	23381.0
SMG7	ENSG00000116698.16	9887.0
SMG7-AS1	ENSG00000232860.3	284649.0
SMIM1	ENSG00000235169.3	388588.0
SMIM11P1	ENSG00000198738.4	100127905.0
SMIM12	ENSG00000163866.8	113444.0
SMIM13	ENSG00000224531.4	221710.0
SMIM14	ENSG00000163683.7	201895.0
SMIM15	ENSG00000188725.3	643155.0
SMIM19	ENSG00000176209.7	114926.0
SMIM2	ENSG00000139656.5	79024.0
SMIM2-IT1	ENSG00000235285.1	100874377.0
SMIM20	ENSG00000250317.4	389203.0
SMIM4	ENSG00000168273.3	440957.0
SMIM8	ENSG00000111850.6	57150.0
SMKR1	ENSG00000240204.2	100287482.0
SMLR1	ENSG00000256162.2	100507203.0
SMN2	ENSG00000205571.8	6607.0
SMNDC1	ENSG00000119953.8	10285.0
SMO	ENSG00000128602.5	6608.0
SMPD1	ENSG00000166311.5	6609.0
SMPD4P2	ENSG00000229147.1	441654.0
SMPDL3A	ENSG00000172594.8	10924.0
SMPDL3B	ENSG00000130768.10	27293.0
SMTNL1	ENSG00000214872.4	219537.0
SMU1	ENSG00000122692.7	55234.0
SMUG1	ENSG00000123415.10	23583.0
SMURF1	ENSG00000198742.5	57154.0
SMYD2	ENSG00000143499.9	56950.0
SMYD3-IT1	ENSG00000230184.1	106478975.0
SMYD5	ENSG00000135632.7	10322.0
SNAI1P1	ENSG00000237194.1	10415.0
SNAI2	ENSG00000019549.4	6591.0
SNAP47	ENSG00000143740.10	116841.0
SNAP47-AS1	ENSG00000230005.2	100885800.0
SNAP91	ENSG00000065609.10	9892.0
SNAPC1	ENSG00000023608.4	6617.0
SNAPC3	ENSG00000164975.11	6619.0
SNAPC4	ENSG00000165684.3	6621.0
SNCA	ENSG00000145335.11	6622.0
SNCAIP	ENSG00000064692.14	9627.0
SNCG	ENSG00000173267.9	6623.0
SND1	ENSG00000197157.6	27044.0
SNED1	ENSG00000162804.9	25992.0
SNHG1	ENSG00000255717.2	23642.0
SNHG12	ENSG00000197989.9	85028.0
SNHG15	ENSG00000232956.4	285958.0
SNHG18	ENSG00000250786.1	100505806.0
SNHG3	ENSG00000242125.2	8420.0
SNHG6	ENSG00000245910.4	641638.0
SNHG7	ENSG00000233016.2	84973.0
SNHG8	ENSG00000269893.2	100093630.0
SNORA1	ENSG00000202059.1	677792.0
SNORA11	ENSG00000221245.1	677799.0
SNORA12	ENSG00000212175.1	677800.0
SNORA14A	ENSG00000201643.1	677801.0
SNORA14B	ENSG00000207181.1	677802.0
SNORA15	ENSG00000207168.1	677803.0
SNORA16B	ENSG00000201544.1	692157.0
SNORA18	ENSG00000200288.1	677805.0
SNORA19	ENSG00000251974.1	641451.0
SNORA20	ENSG00000207392.1	677806.0
SNORA22	ENSG00000206603.1	677807.0
SNORA23	ENSG00000201998.1	677808.0
SNORA24	ENSG00000207130.1	677809.0
SNORA25	ENSG00000200536.1	684959.0
SNORA26	ENSG00000212624.1	677810.0
SNORA27	ENSG00000200235.1	619499.0
SNORA29	ENSG00000206910.1	677812.0
SNORA2B	ENSG00000207313.1	677794.0
SNORA30	ENSG00000202189.1	677813.0
SNORA31	ENSG00000252433.1	677814.0
SNORA32	ENSG00000206776.1	692063.0
SNORA33	ENSG00000201827.1	594839.0
SNORA36B	ENSG00000222370.1	677818.0
SNORA36C	ENSG00000207016.1	100124535.0
SNORA38	ENSG00000200816.1	677820.0
SNORA4	ENSG00000202434.1	619568.0
SNORA40	ENSG00000212266.1	677822.0
SNORA41	ENSG00000207406.1	619569.0
SNORA47	ENSG00000238961.1	677828.0
SNORA48	ENSG00000212181.1	652965.0
SNORA49	ENSG00000208892.1	677829.0
SNORA51	ENSG00000207022.1	677831.0
SNORA53	ENSG00000212443.1	677832.0
SNORA55	ENSG00000201457.1	677834.0
SNORA57	ENSG00000212567.1	692158.0
SNORA58	ENSG00000201003.1	677836.0
SNORA59A	ENSG00000239149.1	677885.0
SNORA5A	ENSG00000206838.1	654319.0
SNORA5B	ENSG00000200656.1	677795.0
SNORA62	ENSG00000201542.1	6044.0
SNORA63	ENSG00000201448.1	6043.0
SNORA64	ENSG00000207187.1	26784.0
SNORA65	ENSG00000201302.1	26783.0
SNORA66	ENSG00000251795.1	26782.0
SNORA67	ENSG00000212338.1	26781.0
SNORA68	ENSG00000252458.1	26780.0
SNORA70	ENSG00000252969.1	26778.0
SNORA70C	ENSG00000207268.1	100124538.0
SNORA70G	ENSG00000206650.1	100379132.0
SNORA72	ENSG00000201944.1	26775.0
SNORA73B	ENSG00000200087.1	26768.0
SNORA75	ENSG00000212580.1	654321.0
SNORA77	ENSG00000221083.1	677843.0
SNORA79	ENSG00000222489.1	677845.0
SNORA7B	ENSG00000207088.1	677797.0
SNORA8	ENSG00000212586.1	654320.0
SNORA80B	ENSG00000206633.1	100302743.0
SNORA81	ENSG00000253092.1	677847.0
SNORA84	ENSG00000239183.1	100124534.0
SNORA9	ENSG00000252192.1	677798.0
SNORD103A	ENSG00000200154.1	692234.0
SNORD103B	ENSG00000202107.1	692235.0
SNORD11	ENSG00000238317.1	692058.0
SNORD112	ENSG00000252728.1	692215.0
SNORD117	ENSG00000201785.1	692233.0
SNORD11B	ENSG00000271852.1	100113392.0
SNORD121A	ENSG00000238886.1	100113379.0
SNORD121B	ENSG00000238300.1	101340252.0
SNORD123	ENSG00000239112.1	100113384.0
SNORD126	ENSG00000238344.1	100113391.0
SNORD127	ENSG00000239043.1	100113389.0
SNORD14A	ENSG00000272034.1	26822.0
SNORD14B	ENSG00000201403.1	85388.0
SNORD14E	ENSG00000200879.1	85391.0
SNORD15A	ENSG00000206941.1	6079.0
SNORD15B	ENSG00000207445.1	114599.0
SNORD19	ENSG00000212493.1	692089.0
SNORD19B	ENSG00000252787.1	100113381.0
SNORD2	ENSG00000238942.1	619567.0
SNORD20	ENSG00000207280.1	6082.0
SNORD21	ENSG00000206680.1	6083.0
SNORD27	ENSG00000251699.1	9301.0
