GeneSym	UniprotACC	GeneID
AJUBA	Q96IF1	84962
ZBED3	Q96IU2	84327
THOC3	Q96J01	84321
ITCH	Q96J02	83737
WNK4	Q96J92	65266
PIWIL1	Q96J94	9271
COG3	Q96JB2	83548
CDK5RAP3	Q96JB5	80279
VPS39	Q96JC1	23339
SEC16B	Q96JE7	89866
DCHS1	Q96JQ0	8642
SLC45A3	Q96JT2	85414
MAEL	Q96JY0	84944
USP47	Q96K76	55031
BTBD6	Q96KE9	90135
MEGF10	Q96KG7	84466
TNIP3	Q96KP6	79931
PPP1R13B	Q96KQ4	23368
EHMT2	Q96KQ7	10919
EGLN2	Q96KS0	112398
MARK4	Q96L34	57787
NSD1	Q96L73	64324
KIF16B	Q96L93	55614
PRMT6	Q96LA8	55170
MRGPRX2	Q96LB1	117194
PGLYRP4	Q96LB8	57115
PGLYRP3	Q96LB9	114771
BMF	Q96LC9	90427
SGCZ	Q96LD1	137868
UBE2E2	Q96LR5	7325
C9orf72	Q96LT7	203228
FGD4	Q96M96	121512
NSMCE2	Q96MF7	286053
NSMCE3	Q96MG7	56160
FAM20A	Q96MK3	54757
PRICKLE1	Q96MT3	144165
CEP63	Q96MT8	80254
DOCK7	Q96N67	85440
RILP	Q96NA2	83547
ZNF830	Q96NB3	91603
SLC46A1	Q96NT5	113235
MUS81	Q96NY9	80198
FOXN4	Q96NZ1	121643
NLRP3	Q96P20	114548
ARAP1	Q96P48	116985
IL17F	Q96PD4	112744
PGLYRP2	Q96PD5	114770
DGAT2	Q96PD7	84649
ADGRA2	Q96PE1	25960
NOX5	Q96PH1	79400
DEFB118	Q96PH6	117285
RBM14	Q96PK6	10432
RCHY1	Q96PM5	25898
ZNF385A	Q96PM9	25946
TRERF1	Q96PN7	55809
GBP5	Q96PP8	115362
KCNC2	Q96PR1	3747
UHRF2	Q96PU4	115426
NEDD4L	Q96PU5	23327
BTBD9	Q96Q07	114781
SMG1	Q96Q15	23049
ALS2	Q96Q42	57679
KIF20B	Q96Q89	9585
DLC1	Q96QB1	10395
VPS35	Q96QK1	55737
PCDH15	Q96QU1	65217
SPAG5	Q96R06	10615
PANX1	Q96RD7	24145
SNX18	Q96RF0	112574
PASK	Q96RG2	23178
F2RL3	Q96RI0	9002
NR1H4	Q96RI1	9971
BBS4	Q96RK4	585
UIMC1	Q96RL1	51720
SLC26A8	Q96RN1	116369
GAL3ST4	Q96RP7	79690
TWNK	Q96RR1	56652
CAMKK2	Q96RR4	10645
ERBIN	Q96RT1	55914
TUBGCP6	Q96RT7	85378
TUBGCP5	Q96RT8	114791
USP28	Q96RU2	57646
TRIB3	Q96RU7	57761
TRIB1	Q96RU8	10221
IFT140	Q96RY7	9742
NODAL	Q96S42	4838
TESK2	Q96S53	10420
RANBP9	Q96S59	10048
MYADM	Q96S97	91663
PPP1R9B	Q96SB3	84687
SRPK1	Q96SB4	6732
CDK5RAP2	Q96SN8	55755
ATOH8	Q96SQ7	84913
IWS1	Q96ST2	55677
SIN3A	Q96ST3	25942
RSF1	Q96T23	51773
PPP1R16B	Q96T49	26051
PNKP	Q96T60	11284
SETDB2	Q96T68	83852
MMS19	Q96T76	64210
UHRF1	Q96T88	29128
FAM129B	Q96TA1	64855
HBEGF	Q99075	1839
AMELX	Q99217	265
SCN2A	Q99250	6326
GAD1	Q99259	2571
PSMB7	Q99436	5695
ATP6V0B	Q99437	533
PHOX2B	Q99453	8929
PSMD1	Q99460	5707
NOTCH4	Q99466	4855
PARK7	Q99497	11315
EYA1	Q99502	2138
EYA3	Q99504	2140
FMO2	Q99518	2327
SORT1	Q99523	6272
GPER1	Q99527	2852
LGMN	Q99538	5641
MAP3K14	Q99558	9020
NUP88	Q99567	4927
PKP4	Q99569	8502
PIK3R4	Q99570	30849
P2RX4	Q99571	5025
P2RX7	Q99572	5027
RIT2	Q99578	6014
TBX5	Q99593	6910
TEAD3	Q99594	7005
ELF4	Q99607	2000
CCL13	Q99616	6357
PHB2	Q99623	11331
SLC38A3	Q99624	10991
CDX2	Q99626	1045
COPS8	Q99627	10920
RAD9A	Q99638	5883
PKMYT1	Q99640	9088
CHP1	Q99653	11261
KIF2C	Q99661	11004
MAP3K5	Q99683	4217
GFI1	Q99684	2672
MGLL	Q99685	11343
PITX2	Q99697	5308
LYST	Q99698	1130
ATXN2	Q99700	6311
MCHR1	Q99705	2847
MTR	Q99707	4548
RBBP8	Q99708	5932
SMAD5	Q99717	4090
BARD1	Q99728	580
CCL19	Q99731	6363
CDC6	Q99741	990
NPAS2	Q99743	4862
NAPG	Q99747	8774
NRTN	Q99748	4902
MDFI	Q99750	4188
PIP5K1A	Q99755	8394
OLFM1	Q99784	10439
CMKLR1	Q99788	1240
NKX3-1	Q99801	4824
EPAS1	Q99814	2034
TSG101	Q99816	7251
CIB1	Q99828	10519
CPNE1	Q99829	8904
CCT7	Q99832	10574
SMO	Q99835	6608
MYD88	Q99836	4615
FOXB1	Q99853	27023
PRMT1	Q99873	3276
ASCL2	Q99929	430
RNF5	Q99942	6048
AGPAT1	Q99943	10554
FOXC2	Q99958	2303
PKP2	Q99959	5318
SH3GL2	Q99962	6456
CITED1	Q99966	4435
CITED2	Q99967	10370
RARRES2	Q99969	5919
MYOC	Q99972	4653
VRK1	Q99986	7443
GDF15	Q99988	9518
AKAP9	Q99996	10142
DHRS9	Q9BPW9	10170
MICU1	Q9BPX6	10367
MAPKAP1	Q9BPZ7	79109
NABP2	Q9BQ15	79035
SLX1A	Q9BQ83	548593
HINFP	Q9BQA5	25988
SOST	Q9BQB4	50964
VKORC1	Q9BQB6	79001
SELENOS	Q9BQE4	55829
APOL2	Q9BQE5	23780
MYBBP1A	Q9BQG0	10514
SGIP1	Q9BQI5	84251
SLF1	Q9BQI6	84250
LPIN3	Q9BQK8	64900
GORASP1	Q9BQQ3	64689
OCSTAMP	Q9BR26	128506
CORO1B	Q9BR76	57175
VPS25	Q9BRG1	84313
MESP1	Q9BRJ9	55897
SDF4	Q9BRK5	51150
ZKSCAN3	Q9BRR0	80317
UQCC2	Q9BRT2	84300
TRIM56	Q9BRZ2	81844
ERP44	Q9BS26	23071
RHNO1	Q9BSD3	83695
TINF2	Q9BSI4	26277
TUBGCP2	Q9BSJ2	10844
SLC25A33	Q9BSK2	84275
FUZ	Q9BT04	80199
INPP5K	Q9BT40	51763
SPX	Q9BT56	80763
NDFIP1	Q9BT67	80762
SOX7	Q9BT81	83595
SYT11	Q9BT88	23208
WAC	Q9BTA9	51322
TBCD	Q9BTW9	6904
NDC1	Q9BTX1	55706
FUCA2	Q9BTY2	2519
DHRS4	Q9BTZ2	10901
THTPA	Q9BU02	79178
CHRDL1	Q9BU40	91851
PDCD10	Q9BUL8	11235
DERL1	Q9BUN8	79139
DDX23	Q9BUQ8	9416
WRAP53	Q9BUR4	55135
BDH2	Q9BUT1	56898
CHAC1	Q9BUX1	79094
VAMP8	Q9BV40	8673
DUSP26	Q9BV47	78986
RNF126	Q9BV68	55658
CEP250	Q9BV73	11190
NTMT1	Q9BV86	28989
EDEM2	Q9BV94	55741
MLST8	Q9BVC4	64223
TRIM62	Q9BVG3	55223
PHF20	Q9BVI0	51230
TMED9	Q9BVK6	54732
NUP58	Q9BVL2	9818
GNL3	Q9BVP2	26354
RIOK2	Q9BVS4	55781
TIPIN	Q9BVW5	54962
NUP85	Q9BW27	79902
ELOVL1	Q9BW60	64834
RBM4	Q9BWF3	5936
FAIM2	Q9BWQ8	23017
BRIP1	Q9BX63	83990
SORBS1	Q9BX66	10580
STRA6	Q9BX79	64220
LGR4	Q9BXB1	55366
BBS2	Q9BXC9	583
CECR2	Q9BXF3	27443
RAB11FIP5	Q9BXF6	26056
TBC1D10A	Q9BXI6	83874
C1QTNF1	Q9BXJ1	114897
C1QTNF3	Q9BXJ4	114899
AMN	Q9BXJ7	81693
NAA15	Q9BXJ9	80155
CARD14	Q9BXL6	79092
CARD11	Q9BXL7	84433
PINK1	Q9BXM7	65018
ASPN	Q9BXN1	54829
CLEC7A	Q9BXN2	64581
SRRT	Q9BXP5	51593
AP1M1	Q9BXS5	8907
NUSAP1	Q9BXS6	51203
SLC26A6	Q9BXS9	65010
TDRD1	Q9BXT4	56165
MOV10L1	Q9BXT6	54456
RSPO3	Q9BXY4	84870
HDAC8	Q9BY41	55869
CHMP4A	Q9BY43	29082
CADM1	Q9BY67	23705
ANGPTL4	Q9BY76	51129
POLDIP3	Q9BY77	84271
RNF26	Q9BY78	79102
SHANK3	Q9BYB0	85358
FUT8	Q9BYC5	2530
MRPL1	Q9BYD6	65008
CDHR2	Q9BYE9	54825
ACE2	Q9BYF1	59272
PARD6B	Q9BYG5	84612
ALOXE3	Q9BYJ1	59344
RBCK1	Q9BYM8	10616
WNK3	Q9BYP7	65267
AGXT2	Q9BYV1	64902
BCO2	Q9BYV7	83875
SETD2	Q9BYW2	29072
TBC1D2	Q9BYX2	55357
IFIH1	Q9BYX4	64135
PANK2	Q9BZ23	80025
CELF4	Q9BZC1	56853
ABCA2	Q9BZC7	20
GLIS2	Q9BZE0	84662
GTPBP4	Q9BZE4	23560
OSBPL8	Q9BZF1	114882
UPF3B	Q9BZI7	65109
TBL1XR1	Q9BZK7	79718
PRKD2	Q9BZL6	25865
PLA2G12A	Q9BZM1	81579
PLA2G2F	Q9BZM2	64600
CHIA	Q9BZP6	27159
RTN4R	Q9BZR6	65078
TRIM8	Q9BZR9	81603
FOXP3	Q9BZS1	50943
CD244	Q9BZW8	51744
ROPN1B	Q9BZX4	152015
TRIM31	Q9BZY9	11074
NLRP1	Q9C000	22861
TRIM15	Q9C019	89870
TRIM6	Q9C030	117854
TRIM5	Q9C035	85363
FTO	Q9C0B1	79068
TNKS1BP1	Q9C0C2	85456
SEMA4C	Q9C0C4	54910
AMBRA1	Q9C0C7	55626
SRCIN1	Q9C0H9	80725
WDR33	Q9C0J8	55339
BHLHE41	Q9C0J9	79365
BCL11B	Q9C0K0	64919
PDGFD	Q9GZP0	80310
DERL2	Q9GZP9	51009
NMUR2	Q9GZQ4	56923
MAP1LC3B	Q9GZQ8	81631
POLR1E	Q9GZS1	64425
WDR61	Q9GZS3	80349
SRR	Q9GZT4	63826
WNT10A	Q9GZT5	80326
EGLN1	Q9GZT9	54583
ANKRD2	Q9GZV1	26287
SLC5A7	Q9GZV3	60482
WWTR1	Q9GZV5	25937
FGF23	Q9GZV9	8074
AICDA	Q9GZX7	57379
TWSG1	Q9GZX9	57045
NXF2	Q9GZY0	56001
LAT2	Q9GZY6	7462
MFF	Q9GZY8	56947
LACRT	Q9GZZ8	90070
SLC22A4	Q9H015	6583
SPRTN	Q9H040	83932
RAB33B	Q9H082	83452
NUAK2	Q9H093	81788
NAT10	Q9H0A0	55226
BTBD1	Q9H0C5	53339
XRN2	Q9H0D6	22803
TOLLIP	Q9H0E2	54472
USP44	Q9H0E7	84101
BRD8	Q9H0E9	10902
SHARPIN	Q9H0F6	81858
ARL6	Q9H0F7	84100
RACGAP1	Q9H0H5	29127
SIK2	Q9H0K1	23235
WWP1	Q9H0M0	11059
RAB6C	Q9H0N0	84084
RAB17	Q9H0T7	64284
MAGT1	Q9H0U3	84061
RAB1B	Q9H0U4	81876
OSBPL5	Q9H0X9	114879
ATG10	Q9H0Y0	83734
ING2	Q9H160	3622
ANAPC1	Q9H1A4	64682
UNC93B1	Q9H1C4	81622
TRPV6	Q9H1D0	55503
RNASE7	Q9H1E1	84659
NUCKS1	Q9H1E3	64710
KIF13A	Q9H1H9	63971
WNT8A	Q9H1J5	7478
WNT5B	Q9H1J7	81029
RBSN	Q9H1K0	64145
ISCU	Q9H1K1	23479
MYLK2	Q9H1R3	85366
SLC6A17	Q9H1V8	388662
ATG5	Q9H1Y0	9474
CDT1	Q9H211	81620
ABCG8	Q9H221	64241
ABCG5	Q9H222	64240
GBA3	Q9H227	57733
CDH23	Q9H251	64072
SPTBN4	Q9H254	57731
VPS33B	Q9H267	26276
VPS11	Q9H270	55823
DCSTAMP	Q9H295	81501
CXCL16	Q9H2A7	58191
SYT4	Q9H2B2	6860
SLC26A1	Q9H2B4	10861
SLC25A32	Q9H2D1	81034
SEMA6A	Q9H2E6	57556
EPC1	Q9H2F5	80314
SLK	Q9H2G2	9748
TSPYL2	Q9H2G4	64061
PDCL3	Q9H2J4	79031
SLC6A15	Q9H2J7	55117
TNKS2	Q9H2K2	80351
TAOK3	Q9H2K8	51347
BHMT2	Q9H2M3	23743
RAB3GAP2	Q9H2M9	25782
DHX36	Q9H2U1	170506
MIXL1	Q9H2W2	83881
CHRD	Q9H2X0	8646
CLEC4M	Q9H2X3	10332
HIPK2	Q9H2X6	28996
SLC12A5	Q9H2X9	57468
PARL	Q9H300	55486
EPB41L4B	Q9H329	54566
FOXP1	Q9H334	27086
TP63	Q9H3D4	8626
PTPN23	Q9H3S7	25930
SRMS	Q9H3Y6	6725
DNAJC5	Q9H3Z4	80331
HIPK3	Q9H422	10114
CHMP4B	Q9H444	128866
FBXL15	Q9H469	79176
POFUT1	Q9H488	23509
WNK1	Q9H4A3	65125
GOLPH3L	Q9H4A5	55204
GOLPH3	Q9H4A6	64083
PLK3	Q9H4B4	1263
FAM83D	Q9H4H8	81610
SMARCAD1	Q9H4L7	56916
EHD1	Q9H4M9	10938
RNF41	Q9H4P4	10193
PRDM12	Q9H4Q4	59335
RGCC	Q9H4X1	28984
GSTO2	Q9H4Y5	119391
ZNF335	Q9H4Z2	63925
SUV39H2	Q9H5I1	79723
PIEZO2	Q9H5I5	63895
PIF1	Q9H611	80119
STN1	Q9H668	79991
SOX17	Q9H6I2	64321
SLA2	Q9H6Q3	84174
BCAS3	Q9H6U6	54828
RIOX1	Q9H6W3	79697
RANBP3	Q9H6Z4	8498
EGLN3	Q9H6Z9	112399
SUDS3	Q9H7L9	64426
MVB12B	Q9H7P6	89853
ZNF703	Q9H7S9	80139
NAA60	Q9H7X0	79903
KAT8	Q9H7Z6	84148
DCLRE1B	Q9H816	64858
SRD5A3	Q9H8P0	79644
AKTIP	Q9H8T0	64400
ECT2	Q9H8V3	1894
EHMT1	Q9H9B1	79813
COG4	Q9H9E3	25839
AGO3	Q9H9G7	192669
VPS37B	Q9H9H4	79720
NHEJ1	Q9H9Q4	79840
NANOG	Q9H9S0	79923
ELP3	Q9H9T3	55140
LIN28A	Q9H9Z2	79727
TBC1D17	Q9HA65	79735
MEAF6	Q9HAF1	64769
PELI2	Q9HAT8	57161
SMURF2	Q9HAU4	64750
EDA2R	Q9HAV5	60401
CLSPN	Q9HAW4	63967
UGT1A7	Q9HAW7	54577
UGT1A8	Q9HAW9	54576
PRDM16	Q9HAZ2	63976
ELOVL3	Q9HB03	83401
PLEKHA1	Q9HB21	59338
ELL3	Q9HB65	80237
PIDD1	Q9HB75	55367
NMUR1	Q9HB89	10316
RRAGC	Q9HB90	64121
TRPV4	Q9HBA0	59341
IL21	Q9HBE4	59067
ATP6V0A4	Q9HBG4	50617
IFT122	Q9HBG6	55764
MKNK2	Q9HBH9	2872
CYP4F11	Q9HBI6	57834
TAF9B	Q9HBM6	51616
SGK2	Q9HBY8	10110
ARNT2	Q9HBZ2	9915
APOBEC3G	Q9HC16	60489
PROK2	Q9HC23	60675
NOD2	Q9HC29	64127
SENP2	Q9HC62	59343
CENPJ	Q9HC77	55835
CAPN10	Q9HC96	11132
GPR35	Q9HC97	2859
NEK6	Q9HC98	10783
METTL14	Q9HCE5	57721
SMURF1	Q9HCE7	57154
SYTL2	Q9HCH5	54843
TNRC6C	Q9HCJ0	57690
ROBO2	Q9HCK4	6092
AGO4	Q9HCK5	192670
CHD8	Q9HCK8	57680
CYP4F12	Q9HCS2	66002
TCF7L1	Q9HCS4	83439
FGF22	Q9HCT0	27006
CELSR2	Q9HCU4	1952
PREB	Q9HCU5	10113
POLD4	Q9HCU8	57804
BRMS1	Q9HCU9	25855
ZNF304	Q9HCX3	57343
TRPC7	Q9HCX4	57113
S100A14	Q9HCY8	57402
GOPC	Q9HD26	57120
CHMP1A	Q9HD42	5119
RANGRF	Q9HD47	29098
CD209	Q9NNX6	30835
BPIFA1	Q9NP55	51297
ABCB6	Q9NP58	10058
ARFGAP3	Q9NP61	26286
GCM1	Q9NP62	8521
MLXIPL	Q9NP71	51085
RAB18	Q9NP72	22931
VTA1	Q9NP79	51534
PNPLA8	Q9NP80	50640
FGF20	Q9NP95	26281
TREM1	Q9NP99	54210
KCNMB3	Q9NPA1	27094
MID1IP1	Q9NPA3	58526
PARD6A	Q9NPB6	50855
SIX2	Q9NPC8	10736
EXOSC4	Q9NPD3	54512
UBE2T	Q9NPD8	29089
NOP10	Q9NPE3	55505
DMAP1	Q9NPF5	55929
IL23A	Q9NPF7	51561
FZD3	Q9NPG1	7976
NOX4	Q9NPH5	50507
IL26	Q9NPH9	55801
BRD7	Q9NPI1	29117
DCP1A	Q9NPI6	55802
MKKS	Q9NPJ1	8195
MED4	Q9NPJ6	29079
NLRC4	Q9NPP4	58484
ATP13A2	Q9NQ11	23400
SPINK5	Q9NQ38	11005
PLCB1	Q9NQ66	23236
HEYL	Q9NQ87	26508
TIGAR	Q9NQ88	57103
TRPV5	Q9NQA5	56302
TCF7L2	Q9NQB0	6934
JADE2	Q9NQC1	23338
RTN4	Q9NQC3	57142
CYLD	Q9NQC7	1540
RPRD1B	Q9NQG5	58490
HPS4	Q9NQG7	89781
DDX4	Q9NQI0	54514
RRAGD	Q9NQL2	58528
KMT5A	Q9NQR1	387893
G6PC2	Q9NQR9	57818
EXOSC5	Q9NQT4	56915
EXOSC3	Q9NQT5	51010
KIF13B	Q9NQT8	23303
ANLN	Q9NQW6	54443
PRDM5	Q9NQX1	11107
GPHN	Q9NQX3	10243
C8orf4	Q9NR00	56892
BIRC6	Q9NR09	57448
GDF3	Q9NR23	9573
DIABLO	Q9NR28	56616
EIF2B3	Q9NR50	8891
BATF3	Q9NR55	55509
MBNL1	Q9NR56	4154
DLL4	Q9NR61	54567
CYP26B1	Q9NR63	56603
TLR9	Q9NR96	54106
TLR8	Q9NR97	51311
PDGFC	Q9NRA1	56034
SPTBN5	Q9NRC6	51332
FBXO6	Q9NRD1	26270
PICK1	Q9NRD5	9463
DUOX2	Q9NRD8	50506
DUOX1	Q9NRD9	53905
POLE3	Q9NRF9	54107
SMYD2	Q9NRG4	56950
AAAS	Q9NRG9	8086
DISC1	Q9NRI5	27185
LATS2	Q9NRM7	26524
STK36	Q9NRP7	27148
DUSP22	Q9NRW4	56940
PHPT1	Q9NRX4	29085
SERINC1	Q9NRX5	57515
ARHGAP35	Q9NRY4	2909
HELLS	Q9NRZ9	3070
GLRX2	Q9NS18	51022
CREBZF	Q9NS37	58487
TOPORS	Q9NS56	10210
KCNIP2	Q9NS61	30819
SLC7A10	Q9NS82	56301
RAD18	Q9NS91	56852
FGF21	Q9NSA1	26291
CTNNBIP1	Q9NSA3	56998
SALL1	Q9NSC2	6299
CISH	Q9NSE2	1154
PNPLA3	Q9NST1	80339
TREX1	Q9NSU2	11277
NRBP2	Q9NSY0	340371
ATG3	Q9NT62	64422
SIRT3	Q9NTG7	23410
PDS5B	Q9NTI5	23047
RNF146	Q9NTX7	81847
C19orf66	Q9NUL5	55337
BLOC1S4	Q9NUP1	55330
FAM49B	Q9NUQ9	51571
POT1	Q9NUX5	25913
TMEM100	Q9NV29	55273
NUDT15	Q9NV35	55270
EXOC1	Q9NV70	55763
NDFIP2	Q9NV92	54602
TMEM30A	Q9NV96	55754
SLC38A7	Q9NVC3	55238
MED17	Q9NVC6	9440
PARVA	Q9NVD7	55742
INTS7	Q9NVH2	25896
PRMT7	Q9NVM4	54496
INTS13	Q9NVM9	55726
GNL3L	Q9NVN8	54552
RLIM	Q9NVW2	51132
RBM22	Q9NW64	55696
IFT57	Q9NWB7	55081
RNF216	Q9NWF9	54476
PAG1	Q9NWQ8	55824
PIH1D1	Q9NWS0	55011
HIF1AN	Q9NWT6	55662
AURKAIP1	Q9NWT8	54998
BABAM1	Q9NWV8	29086
CLN6	Q9NWW5	54982
IRAK4	Q9NWZ3	51135
DDIT4	Q9NX09	54541
SDHAF2	Q9NX18	54949
NHP2	Q9NX24	55651
MARCH5	Q9NX47	54708
TMEM161A	Q9NX61	54929
SIRT5	Q9NXA8	23408
ELOVL2	Q9NXB9	54898
SMPD4	Q9NXE4	55627
NDE1	Q9NXR1	54820
BABAM2	Q9NXR7	9577
CDKN2AIP	Q9NXV6	55602
DNAJB12	Q9NXW2	54788
CLEC5A	Q9NY25	23601
AATF	Q9NY61	26574
SCN3B	Q9NY72	55800
SPHK1	Q9NYA1	8877
TERF2IP	Q9NYB0	54386
ABI2	Q9NYB9	10152
DACT1	Q9NYF0	51339
BCLAF1	Q9NYF8	9774
ANAPC11	Q9NYG5	51529
KCNK4	Q9NYG8	50801
TAB2	Q9NYJ8	23118
TLR7	Q9NYK1	51284
MAP3K20	Q9NYL2	51776
ELOVL5	Q9NYP7	60481
CELSR1	Q9NYQ6	9620
CDK12	Q9NYV4	51755
PLK2	Q9NYY3	10769
GTSE1	Q9NYZ3	51512
ERAP1	Q9NZ08	51752
PLA2G3	Q9NZ20	50487
PSENEN	Q9NZ42	55851
USE1	Q9NZ43	55850
FMN2	Q9NZ56	56776
RTEL1	Q9NZ71	51750
STMN3	Q9NZ72	50861
NLGN3	Q9NZ94	54413
TREM2	Q9NZC2	54209
WWOX	Q9NZC7	51741
SMARCAL1	Q9NZC9	50485
GPRC5B	Q9NZH0	51704
IGF2BP1	Q9NZI8	10642
DTL	Q9NZJ0	51514
EIF2AK3	Q9NZJ5	9451
NUDT4	Q9NZJ9	11163
PLA2G2E	Q9NZK7	30814
NOP53	Q9NZM5	29997
IL1RAPL1	Q9NZN1	11141
EHD3	Q9NZN3	30845
EHD2	Q9NZN4	30846
CNOT2	Q9NZN8	4848
CD274	Q9NZQ7	29126
BFAR	Q9NZS9	51283
FLRT3	Q9NZU0	23767
FLRT1	Q9NZU1	23769
KCND2	Q9NZV8	3751
CHMP5	Q9NZZ3	51510
HACD3	Q9P035	51495
KLK14	Q9P0G3	43847
NDUFA13	Q9P0J0	51079
VAPA	Q9P0L0	9218
PKD2L1	Q9P0L9	9033
H2AFY2	Q9P0M6	55506
TBC1D7	Q9P0N9	51256
RNF181	Q9P0P0	51255
TOMM7	Q9P0U1	54543
SENP1	Q9P0U3	29843
SH3BP4	Q9P0V3	23677
IFNK	Q9P0W0	56832
MDFIC	Q9P1T7	29969
ZNRD1	Q9P1U0	30834
SIRPG	Q9P1W8	55423
PIM2	Q9P1W9	11040
CAMSAP3	Q9P1Y5	57662
CALCOCO1	Q9P1Z2	57658
CEP72	Q9P209	55722
PLCE1	Q9P212	51196
CCDC88C	Q9P219	440193
VPS18	Q9P253	57617
RCC2	Q9P258	55920
FNIP2	Q9P278	57600
PAK5	Q9P286	57144
BCCIP	Q9P287	56647
STK26	Q9P289	51765
C5AR2	Q9P296	27202
CHD7	Q9P2D1	55636
CPSF2	Q9P2I0	53981
LARS	Q9P2J5	51520
EIF2AK4	Q9P2K8	440275
DISP3	Q9P2K9	57540
TBC1D14	Q9P2M4	57533
ANKFY1	Q9P2R3	51479
STX18	Q9P2W9	53407
DPM3	Q9P2X0	54344
IMPACT	Q9P2X3	55364
UVRAG	Q9P2Y5	7405
MBD2	Q9UBB5	8932
TFIP11	Q9UBB9	24144
NFKBIL1	Q9UBC1	4795
DNMT3B	Q9UBC3	1789
SPRR3	Q9UBC9	6707
XCL2	Q9UBD3	6846
RHCG	Q9UBD6	51458
CLCF1	Q9UBD9	23529
NLK	Q9UBE8	51701
ABCD2	Q9UBJ2	225
PPARGC1A	Q9UBK2	10891
MTRR	Q9UBK8	4552
ASH2L	Q9UBL3	9070
DHCR7	Q9UBM7	1717
CACNG4	Q9UBN1	27092
TRPC4	Q9UBN4	7223
TNFRSF10D	Q9UBN6	8793
HDAC6	Q9UBN7	10013
SPAST	Q9UBP0	6683
DKK3	Q9UBP4	27122
HEY2	Q9UBP5	23493
CTSZ	Q9UBR2	1522
RNF14	Q9UBS8	9604
POLK	Q9UBT6	51426
GHRL	Q9UBU3	51738
MORF4L1	Q9UBU8	10933
SEL1L	Q9UBV2	6400
WNT16	Q9UBV4	51384
B4GALT7	Q9UBV7	11285
PEF1	Q9UBV8	553115
BIN2	Q9UBW5	51411
SLC25A10	Q9UBX3	1468
FBLN5	Q9UBX5	10516
CLN8	Q9UBY8	2055
MALT1	Q9UDY8	10892
STK17A	Q9UEE5	9263
KL	Q9UEF7	9365
DAXX	Q9UER7	1616
VTI1B	Q9UEU0	10490
STK39	Q9UEW8	27347
CCDC39	Q9UFE4	339829
CNOT8	Q9UFF9	9337
SLC23A2	Q9UGH3	9962
ZRANB1	Q9UGI0	54764
PRKAG3	Q9UGI9	53632
PRKAG2	Q9UGJ0	51422
TUBGCP4	Q9UGJ1	27229
DMBT1	Q9UGM3	1755
CD300A	Q9UGN4	11314
PARP2	Q9UGN5	10038
LIMD1	Q9UGP4	8994
POLL	Q9UGP5	27343
KLHL3	Q9UH77	26249
SUN2	Q9UH99	25777
LAMTOR3	Q9UHA4	8649
CNTNAP2	Q9UHC6	26047
NPC1L1	Q9UHC9	29881
TBK1	Q9UHD2	29110
CIDEB	Q9UHD4	27141
UBQLN2	Q9UHD9	29978
NAT8	Q9UHE5	9027
NAT8B	Q9UHF3	51471
TRPS1	Q9UHF7	7227
DCDC2	Q9UHG0	51473
IP6K2	Q9UHH9	51447
SLC7A8	Q9UHI5	23428
DDX20	Q9UHI6	11218
SLC23A1	Q9UHI7	9963
SHPK	Q9UHJ6	23729
DDX25	Q9UHL0	29118
POLG2	Q9UHN1	11232
USP25	Q9UHP3	29761
BAIAP2L1	Q9UHR4	55971
MED13	Q9UHV7	9969
EVL	Q9UI08	51466
ATP6V1H	Q9UI12	51606
TRMT112	Q9UI30	51504
GLS2	Q9UI32	27165
DACH1	Q9UI36	1602
SLC24A2	Q9UI40	25769
MAD2L2	Q9UI95	10459
CD84	Q9UIB8	8832
LCMT1	Q9UIC8	51451
VPS51	Q9UID3	738
ZNF639	Q9UID6	51193
BAZ2A	Q9UIF9	11176
BAZ1B	Q9UIG0	9031
ATPIF1	Q9UII2	93974
HERC5	Q9UII4	51191
AK3	Q9UIJ7	50808
DAPK2	Q9UIK4	23604
LNPEP	Q9UIQ6	4012
SIX4	Q9UIU6	51804
CNOT7	Q9UIV1	29883
MAGEL2	Q9UJ55	54551
KCNE5	Q9UJ90	23630
MCM8	Q9UJA3	84515
HOOK1	Q9UJC3	51361
ERRFI1	Q9UJM3	54206
SALL4	Q9UJQ4	57167
SLC25A13	Q9UJS0	10165
FBXL7	Q9UJT9	23194
LEF1	Q9UJU2	51176
DBNL	Q9UJU6	28988
MID2	Q9UJV3	11043
DDX41	Q9UJV9	51428
DNMT3L	Q9UJW3	29947
CDC23	Q9UJX2	8697
ANAPC7	Q9UJX3	51434
ANAPC5	Q9UJX4	51433
ANAPC4	Q9UJX5	29945
ANAPC2	Q9UJX6	29882
STOML2	Q9UJZ1	30968
GDF2	Q9UK05	2658
KCND3	Q9UK17	3752
FBXO2	Q9UK22	26232
RPS6KA6	Q9UK32	27330
ZNF580	Q9UK33	51157
NOCT	Q9UK39	25819
VPS28	Q9UK41	51160
FEM1B	Q9UK73	10116
FBXO10	Q9UK96	26267
FBXO9	Q9UK97	26268
FBXL5	Q9UKA1	26234
FBXW11	Q9UKB1	23291
FBXL2	Q9UKC9	25827
TNIK	Q9UKE5	23043
CPSF3	Q9UKF6	51692
APPL1	Q9UKG1	26060
CROT	Q9UKG9	54677
CDC42EP3	Q9UKI2	10602
PARP4	Q9UKK3	143
NUDT5	Q9UKK9	11164
CASP8AP2	Q9UKL3	9994
MAN1B1	Q9UKM7	11253
