0	1	2
LRP10	CASP8	0.0
DDX50	SPOUT1	0.339432
MRPL37	MRPL2	0.999658
NACA2	RPL21	0.700925
RPL22L1	MTHFD1	0.0
PHB	ATP2A2	0.542028
MRPL15	MRPL9	1.0
YAF2	BCORL1	0.0905251
RGPD8	NUP85	0.766149
MEPCE	RPL21	0.189659
NOP53	WDR36	0.0
RSL1D1	RIOX1	0.129873
SRPK1	RPL6	0.122093
RPL13A	RPL17	0.999806
RBM23	C1QBP	0.482023
RPS5	RPL3	1.0
RPL27	TRMT112	0.314881
CCDC86	PHAX	0.274057
BYSL	NPM3	0.0974347
PSMB4	PSMB5	0.170795
FKBP5	HSP90AB4P	0.280667
UTP23	MRPS26	0.119913
AMPH	SYN1	0.6375390000000001
ZNF770	C1orf35	0.109203
APOA1	FGB	0.1922
NVL	RPL17	0.697711
RPL24	BAZ1B	0.146514
PTCD3	MRPS21	0.948501
GSR	MDH2	0.980158
PLRG1	PRPF6	0.678714
RPS12	EIF3B	0.409965
SHARPIN	LIPF	0.974171
YBX3	RPL7	0.19989
RRP12	SDAD1	0.0788859
RPS7	NPM3	0.107987
NCL	SLC25A4	0.0
CNOT3	CNOT11	0.8387100000000001
GON4L	MMS22L	0.151455
TTI2	KAT5	0.188321
NRIP1	NCOA2	0.151455
KHDRBS1	SLTM	0.408695
RPL36	GRWD1	0.06819539999999999
EEF1A1	SRP14	0.3392
ZBTB2	MBD3	0.462255
RPL32	UBA52	0.977933
EPC2	JAZF1	0.8354360000000001
GNL3	RBM28	0.998001
SLIT2	ARSA	0.145316
PALM	GAP43	0.273912
TFG	UMAD1	0.663754
DHX29	RTCB	0.594016
KNOP1	FOCAD	0.0
NME2P1	ACADS	0.0
G3BP1	RPF2	0.0
FLII	WDR1	0.528243
RBM34	SLC25A3	0.0
CCDC86	RPL36A	0.581132
RPL15	H2AFX	0.202161
CCDC59	LIN28B	0.268991
CCNE1	GMNN	0.149338
RPS6	USP10	0.415803
CD63	CLCN3	0.287896
PDE8B	DDX53	0.0
NDUFA13	NDUFA6	0.37025
SRPK1	UBA52	0.0
TLK1	GLCCI1	0.165074
CPSF6	TCERG1	0.471449
RANBP2	PRPF31	0.119008
FAM104A	FAM89A	0.133456
NFKB2	REL	0.450801
TRAPPC3	TRAPPC4	0.729368
RPL38	RPS18	0.999649
RPL5	HSP90AB1	0.486015
CCDC86	RBM19	0.5786220000000001
PHB2	SLC25A5	0.113131
CTCF	NOC2L	0.0889761
NOC2L	ZCCHC3	0.0945322
ZDHHC5	CFL1	0.193486
LUZP1	TWF1	0.395197
C7orf50	HERC5	0.5572590000000001
GLYR1	FTSJ3	0.962678
DRG1	DDX47	0.630775
MAP3K15	MAP3K6	0.151455
MEPCE	RPL3	0.4665760000000001
ZNF330	DNAJC21	0.285783
GPT2	ALDH7A1	0.66005
IQSEC1	FOXF2	0.0990653
DDX54	PABPC4	0.296648
AFTPH	AP1AR	0.144297
BASP1	TWF1	0.5777100000000001
NME2	HIBCH	0.410886
MOV10	RBM28	0.671021
BASP1	CALM1	0.314735
CHEK2	GSTO2	0.0
PI4KA	FASTKD1	0.392628
SURF6	ZNF770	0.534049
EDIL3	CNTN1	0.251136
HOMEZ	C2orf74	0.151455
FGFR3	B9D2	0.151455
RPL26	NOLC1	0.975931
IGF2BP3	MTHFD1	0.0
ERCC5	CDK7	0.2099
ACTG1	NEXN	0.405894
RPL9	RBM34	0.650088
MRPS22	SDAD1	0.0337344
RAB10	CAMK2B	0.146782
HADHA	YBX1	0.08012430000000001
PDE4DIP	SYBU	0.0
RACK1	RPS25	0.996861
NEK2	ANAPC16	0.589825
DDX54	GNL3	0.6616770000000001
HAUS3	HAUS5	0.4341
MYH13	RPLP2	0.756674
NIFK	RPL26	0.565276
RPSA	NSUN2	0.744119
PDLIM5	HECTD4	0.415357
RPL10A	RPL22	0.999729
RPS27A	PES1	0.115879
PPAN-P2RY11	ZNF622	0.13366
KHDRBS1	SSRP1	0.433129
SDAD1	IMP4	0.578963
SLC25A3	RPL12	0.102936
DPP8	METTL1	0.0
NOL6	USP10	0.42776
SMU1	HNRNPM	0.0
ZNF512	DDX56	0.57599
STKLD1	TRAF4	0.133451
LONRF3	AGO3	0.854499
TOM1L2	RPA3	0.655085
BCAP31	ENDOD1	0.0905251
RPL38	FBL	0.198933
SNRNP70	SRSF6	0.192211
POLR2M	POLR2G	0.900385
RPS23	RPL35	1.0
MED22	MED27	0.994943
MRPL33	MRPL14	0.539065
KIAA1468	WDR13	0.171414
RPL8	USP10	0.312202
POLK	SLC1A3	0.133179
PDS5B	STAG2	0.4300310000000001
PAK1IP1	MPHOSPH10	0.505929
YARS2	MRM3	0.160279
RPL23A	RPS27	0.998669
ZNF7	REPIN1	0.0974347
ING1	ARID4B	0.474578
RRP12	C1orf35	0.301238
NDUFS4	NDUFB5	0.1922
ZNF629	NSD2	0.202201
RRP1B	RPS5	0.430389
NGDN	LARP7	0.363442
SEMA6A	CBL	0.123797
RPL19	RPS27	0.7331770000000001
TRA2A	CASC3	0.221817
PREB	PDE3B	0.196813
ZNF217	RREB1	0.21395100000000006
ARAP1	ABL2	0.133456
ZFYVE9	TANC2	0.28781100000000004
C19orf25	NBAS	0.311822
RRS1	C1orf35	0.152185
PPP1R12B	DSG2	0.155201
CHERP	IGF2BP3	0.0825801
GNG11	RGS12	0.33813200000000004
GALNT10	LYPD3	0.881964
SERBP1	LTV1	0.0974347
HNRNPA0	SLTM	0.0925168
NOC3L	ZNF622	0.10666
SLIT2	COL18A1	0.204383
HIBADH	CAB39	0.0
RPL27	RPS27	0.999931
KNOP1	RPS17	0.109108
THRAP3	SRSF11	0.8688319999999999
ZCCHC3	MPHOSPH10	0.404509
ZSCAN21	PGBD1	0.345713
HSP90AA1	RPL11	0.16109500000000002
CCNE1	CDK3	0.607645
LYAR	PAPD5	0.840406
CCDC137	ZNF574	0.5930840000000001
UTP14A	NOL10	0.0901617
NAA35	LSG1	0.0995769
NAT10	RPL14	0.264422
GLYR1	STAU2	0.958468
ZBTB20	CORO1B	0.455618
DHX57	ESF1	0.0783845
NOP2	ZBTB24	0.240445
KRR1	KNOP1	0.274057
CHD3	CCDC71	0.128057
MRPL33	PTCD1	0.0912802
H1F0	RRBP1	0.0
RPL38	NOP10	0.0951372
ISY1	CDC5L	0.999901
MOCOS	TBC1D24	0.0
MYBBP1A	NOL10	0.248306
UBA52	RPL10A	0.08872469999999999
NCKAP1	MKKS	0.0
RPL5	RPL7A	1.0
SURF6	ZCRB1	0.295648
GNL2	SF3B2	0.5
PIN1	ENO3	0.00530454
POLK	TMEM45A	0.133179
VWA1	PDIA6	0.516423
XPO6	TNPO2	0.391893
NOP10	RPL26	0.188291
C15orf52	NCBP3	0.194708
DDX55	FYTTD1	0.0968588
SC5D	ALG8	0.104198
ACOT8	PML	0.377186
STAU1	NIFK	0.645368
RPS16	NACA2	0.0
SLC25A6	HIST1H1E	0.054666699999999985
CEP162	LRRFIP1	0.0931791
TMOD1	RAI14	0.45639
SGF29	KIF2C	0.881916
RPS4X	SLC25A4	0.22001
MED21	MED29	0.7167479999999999
RSBN1	RPS26	0.26324699999999995
TLN1	TPRKB	0.61811
NUDT21	DHX15	0.0
SRRT	CD2BP2	0.7213149999999999
H1F0	HIST1H1D	0.0
RRP12	CCDC86	0.941987
RRP15	RPL8	0.932931
RPL13	HNRNPC	0.472653
ATP4A	SNCA	0.190535
SEPT3	SEPT10	0.8786879999999999
SERBP1	SND1	0.239858
EEF2	RPL26	0.0
NGRN	MRPL38	0.7424689999999999
FBXL19	SNAPC1	0.133456
RPL13A	CALR	0.4192520000000001
DPYSL4	SNAP91	0.5
NOP53	C12orf43	0.0
TCEA1	SYAP1	0.288313
PUF60	U2SURP	0.771656
RSL24D1	NOL10	0.139738
PSMB8	PSMA7	0.8922110000000001
NIP7	DDX27	0.998529
DENND3	CBR1	0.638201
CRNKL1	SNW1	0.999999
RBM19	IMP3	0.475561
H3F3B	LACC1	0.8589209999999999
NOP58	HIST1H1C	0.0210829
USP14	PSMC3	0.918311
ZNF768	ZNF771	0.484163
UHRF1BP1	PDGFC	0.171414
RPL12	RPL27A	0.999995
NMNAT1	RPS25	0.0
REXO4	MPHOSPH10	0.363612
CDT1	CDK3	0.697041
GSTO1	PGM2	0.0190623
RRP12	NMNAT1	0.0880744
TATDN1	SH3KBP1	0.4577890000000001
EEF1B2	TTC37	0.0850495
RPS16	HSP90AB1	0.906178
RPL19	RPS15	1.0
ANAPC15	FZR1	0.989333
RNF146	CHD1L	0.367808
COPS5	CUL2	0.373504
SPAG1	MAGEB3	0.151455
SRRT	TCERG1	0.6363409999999999
NDUFS5	NDUFB6	0.28781100000000004
NOL6	RPL21	0.171006
LTV1	RSBN1L	0.0433349
C4orf3	DEGS1	0.303425
SF3B1	SNRPD2	0.9989
PSMB5	UBFD1	0.982029
NOC2L	FYTTD1	0.20423
DDX18	ZNF771	0.310877
A1BG	APOA4	0.171414
SLC25A5	RPL27A	0.995565
MRPL14	SLC25A10	0.288379
OXLD1	TRMT2B	0.961917
EIF1AX	RPL27	0.4250350000000001
RRP8	NOL10	0.237089
LTV1	PABPC4	0.178031
NSMCE3	NSMCE2	0.939469
H1F0	EEF1G	0.0
RRP8	SDAD1	0.08637560000000001
RPL10L	RPS25	0.0
UTP23	MRPS22	0.10188
CALCOCO1	AP2A1	0.0692242
MRPL40	MRPS18A	0.993057
ZFYVE9	PPP1R3B	0.242266
RPL7	RPS9	1.0
BTF3	RPS25	0.735792
KDSR	RDH13	0.45691
EPB41L1	NAPB	0.415618
CCNC	MED24	0.8322
PKDCC	S1PR2	0.171414
C19orf25	ZWILCH	0.165074
RPS25	RPL11	0.999996
TUBG1	TUBGCP6	0.998927
NOL6	MTHFD1	0.08801410000000001
CWC15	DHX35	0.27255
RPS16	USP10	0.21406
ZSCAN25	RRP8	0.324018
TAF15	RBM6	0.903915
HTR1B	CD209	0.981269
RPS18	UBA52	0.0947832
PRPF3	KPNB1	0.0
SNRNP40	CCDC97	0.0
DGUOK	GPM6A	0.0
GPT2	ABAT	0.0
RAN	DDX3X	0.00458992
MEPCE	NOLC1	0.0
RPL36A	RTCB	0.14852200000000002
UGGT2	NAGLU	0.608413
GPATCH1	DHX8	0.0
CPNE2	NAA11	0.287681
RACK1	RPS8	0.999166
RPL32	FAU	0.975897
DIS3	EXOSC10	0.975939
TFDP2	E2F4	0.862777
MRPL4	MRPL47	0.99929
KDM6A	KANSL1	0.171414
RBM28	EBNA1BP2	0.999999
EIF1AX	RPS25	0.996548
U2AF2	SPEN	0.0
ENO3	ENO1	0.133451
RPS24	UTP18	0.260336
RPL9	USP10	0.14055
MRPL45	MRPL34	0.967163
ZBTB24	ZSCAN25	0.203584
RPS14	HSP90AB1	0.0621439
KRI1	NMNAT1	0.111562
HIST1H2BL	DPYSL4	0.439122
DDX50	NSA2	0.5
CALML3	WDR1	0.257131
HSP90AB4P	SMYD3	0.386276
CCDC59	DKC1	0.391206
INTS3	TNPO2	0.381457
RBM34	RPL37	0.0
HIST1H1T	NAP1L1	0.5297390000000001
CDK1	CDKN1B	0.944529
EIF5B	PES1	0.0
NAP1L4	RPS27	0.015902700000000002
PSMB10	PSMA7	0.350851
C15orf39	HIC2	0.112499
NPM1	SRP14	0.165228
WDR1	MYLK	0.278993
RAB13	RAB6A	0.303628
RRP8	LYAR	0.417656
HOOK1	FAM160A2	0.14871800000000002
RSBN1	HERC5	0.116085
EIF1AX	EIF3B	0.217354
DDX54	ESF1	0.0
CCDC124	NAP1L4	0.0
MYH7B	RPL35A	0.0
MAN2A2	MAN2A1	0.4456770000000001
SCFD1	NBAS	0.570839
CCDC137	NOP53	0.937386
TTI2	EP400	0.349582
COG5	COG8	0.984304
PTCD3	MRPS33	0.999888
MRPS26	EBNA1BP2	0.740295
POMP	PSMA1	0.541137
YTHDF3	RPS17	0.249585
RPS16	RPL24	1.0
UTP3	FTSJ3	0.269042
NOL12	SPOUT1	0.17536500000000002
STX12	STX16	0.0960009
RSL24D1	SF3B2	0.101124
HIST1H1C	RPL39	0.0
MRPL20	MRPL30	0.999967
KRR1	RBMX2	0.0934669
SART3	PPM1G	0.046975300000000005
HSP90AA1	SUPT16H	0.00627813
WTIP	AJUBA	0.171414
ZSCAN25	IMP4	0.113115
HNRNPA1L2	HNRNPK	0.227259
BRAP	KLHDC3	0.976253
RAB3A	HAX1	0.122176
BCAS2	SF3A2	0.863032
NAT10	FARS2	0.202889
UTP20	RPS14	0.0
RPL38	SRPK2	0.0
KCTD2	TMEM45A	0.120213
GNA13	RAB2A	0.0553771
TMEM206	CHST12	0.124904
PYGL	CS	0.494134
GLYR1	RIOX2	0.75678
ADHFE1	GCLM	0.0
CNTN1	SNCA	0.190535
CNTN1	RAB10	0.26324699999999995
UTP23	H1F0	0.319108
EIF3B	RPS27	0.0810712
ABT1	RTCB	0.0
BMS1	RTCB	0.0
STAP1	SH3KBP1	0.786909
PSMC4	PSMD7	1.0
MRPL55	MRPL32	0.952092
SRPK1	RPL23A	0.995188
CSNK1G3	FYN	0.0885912
POP7	POP5	0.238157
PRCP	NAGLU	0.365597
WDR33	CPSF2	0.998712
SRRM1	CD2BP2	0.440177
GID8	MAEA	0.993378
ATP5A1	ATP5O	0.99998
WDR6	PIK3CD	0.0
COG6	COG7	0.9759
ADH5	FABP5	0.476704
PABPC4	UPF1	0.7934439999999999
SLC25A3	RPL21	0.217738
TPR	KHDRBS1	0.567222
CCDC137	RBM28	0.98144
GIT1	FBXO28	0.104417
XPO6	THADA	0.6435810000000001
DDX39B	POLDIP3	0.478813
RTF1	JMJD6	0.659112
CDK8	CDK19	0.98829
PRKX	PALM2-AKAP2	0.151455
ZNF747	ZNF707	0.902793
NUP85	NUP153	0.7619020000000001
NOC2L	URB2	0.286481
SPC24	PMF1	0.645363
POLR3E	URI1	0.5
RPS23	HIST1H1A	0.865677
MEPCE	EIF2S1	0.100579
RBM25	EIF2S2	0.316334
OSTM1	A2M	0.27255
NAP1L4	RPL10	0.959081
NAA16	TSGA10IP	0.977191
SUPT16H	RPL26L1	0.0176007
NOP10	NAP1L1	0.06646410000000001
FABP3	HINT1	0.99923
MSH6	TCERG1	0.0
ZNF22	GTPBP4	0.97144
RPL13A	ZCCHC3	0.109721
DDX54	RRP1B	0.630989
VSX1	GPATCH2	0.0
PALB2	MORF4L1	0.971158
MRTO4	ZNF771	0.225039
ZNF394	PGBD1	0.414998
ZNF22	PES1	0.365568
AKR7A2	AKR7L	0.133451
ELL	ICE1	0.6285890000000001
RPS8	H2AFX	0.121066
RPS27L	RPL37A	0.0832043
ZBTB20	ACTG1	0.324946
RPS20	FAU	0.940281
NUP188	SUMO1	0.459828
RPP25L	NPM3	0.314822
UROC1	NAA25	0.529643
RALGAPB	CARD10	0.151455
ZUFSP	GPSM2	0.171414
MORC4	BCORL1	0.140692
RPL12	HSP90AB1	0.973322
H1F0	NSD2	0.272831
LTBR	SKI	0.800782
NDUFS8	NDUFA6	0.224005
SRP72	HIST2H3C	0.696487
MCM7	DNMT1	0.045353
SKIV2L	DDX27	0.115551
NOP2	ABT1	0.343926
MAK16	RPS24	0.140368
DDX54	ZNF622	0.0
RRP15	WDR12	0.293692
NGRN	MRPL23	0.635455
MRPS14	DAP3	0.954888
RPL10L	SLC25A5	0.856785
SNRNP200	SRRM2	0.861439
C11orf57	VSX1	0.0
LDLRAD4	SMURF1	0.962143
HIST1H1D	RPL11	0.0832043
AKAP2	ABLIM1	0.481641
GPD1L	ALDOC	0.916915
RPL19	RPL9	0.999997
XRN2	NGDN	0.101451
XRN2	BMS1	0.231976
PXDNL	PNP	0.558272
NPAT	CDK2AP1	0.1922
TUFM	RPF2	0.0
HNRNPU	SPATS2L	0.8807530000000001
RSL24D1	ZNF512	0.57599
C7orf50	LLPH	0.944969
CHPF2	GALNT18	0.378323
CLCN7	RABL3	0.113241
FLII	NEXN	0.723567
NOP53	ZCCHC3	0.392087
SNCAIP	PPP1CC	0.877028
PRDM15	RSBN1L	0.133243
CCDC86	RPS26	0.385361
CNTN1	RAB6B	0.384302
RPL27	RPL11	0.999999
TTC21B	DOC2A	0.930708
DDX18	ZSCAN25	0.102001
PRPF4	SF3B1	0.968472
RPL28	SLC25A3	0.0
H1F0	GRWD1	0.0
BUD13	LYAR	0.223449
SPTY2D1	DDX56	0.239643
DDX56	RPL7L1	0.858049
RSL1D1	RPS24	0.99988
SRRT	U2SURP	0.289842
CALR	RPL23A	0.27575
EEF1A1	G3BP2	0.0139033
U2AF1L5	SRSF2	0.0
SRSF4	RBM39	0.875632
BUD13	ZCRB1	0.203584
SRSF1	PRPF40A	0.975921
NEK3	SPSB3	0.133456
PRPF40A	HNRNPM	0.21382
MTMR3	MTMR4	0.105566
SERBP1	RPL7A	0.918357
MRPL40	MRPL20	0.985773
NOLC1	RPL27A	0.92007
ST6GALNAC3	PON2	0.0621072
PLXNA1	DCBLD2	0.2869
SF3B3	VCP	0.925381
RPL18A	ATP5O	0.0
ZNF629	GAR1	0.359608
ELOF1	CGNL1	0.5093409999999999
SUPT16H	RPS7	0.200244
PRPF38A	RTN3	0.379932
C8orf33	NKRF	0.303195
EDEM3	KDELC1	0.34666
SPEN	U2AF1L5	0.0
HNRNPDL	FUS	0.975927
RGPD8	TMEM209	0.625363
NCAM1	CRMP1	0.380155
PCNA	CDC45	0.8471559999999999
NHP2	RPL37	0.0179515
ENDOV	SEPHS2	0.75655
NOC2L	DHX57	0.126389
TEX29	PTS	0.402006
IGF2BP3	RPS27A	0.1067
CANX	RPL22	0.879393
RCC2	KHDRBS1	0.618401
BMS1	RIOX2	0.100003
SRP14	RPL10A	0.8931389999999999
GOSR2	STX10	0.4699890000000001
LMNA	PDS5A	0.0806794
RPL18	BAZ1B	0.121067
BTF3	RPL23A	0.972378
NELFB	NELFCD	0.975941
BUD13	CCDC137	0.4795430000000001
MRPL37	MRPL34	0.990607
RBM15	SF3A3	0.5
SSH2	SORBS2	0.694811
UTP14A	NOC2L	0.527011
POMP	PSMA8	0.352171
NAT10	ZNF512	0.290645
CALM1	PLEKHG3	0.350529
CENPK	ITGB3BP	0.99477
MSN	EIF5AL1	0.770961
ARPC4	LUZP1	0.433919
AKAP2	MYO5C	0.550059
THUMPD1	FDXACB1	0.975242
NAP1L4	RPL37	0.08872469999999999
TMEM143	ELOVL2	0.151455
NOP10	RPS20	0.212286
HNRNPA2B1	SKIV2L2	0.0
GNL2	AVEN	0.149954
RPL31	NMNAT1	0.0956385
RPL36	SLC25A4	0.5
NAT10	ZCCHC3	0.264241
GNAS	GNA12	0.295814
BYSL	H2AFX	0.186958
FRMPD2	OS9	0.0
NOP2	DDX24	0.999928
MYO19	ANXA2	0.0246401
RPL15	MYH7B	0.14443399999999998
PDCL	GNB5	0.8363950000000001
SETX	ATRIP	0.120276
ATP5I	ATP5C1	0.191615
LTV1	HERC5	0.24378
EIF2S1	RPL22	0.255998
UTP14A	RPL26L1	0.0932944
STK17B	AFMID	0.30727600000000005
PODXL	LAMA4	0.556438
MARC2	GALNT16	0.151455
PPIE	DHX35	0.406943
DNM1L	SNAP91	0.5
ABCF2	GNL1	0.0
ARGLU1	U2AF1L5	0.0972161
GRIA2	NTM	0.390018
SRFBP1	FBXW5	0.34849
GUSB	PLXNA1	0.442222
CTCF	CCDC124	0.0
CEBPZ	NOL12	0.210855
B3GLCT	PRCP	0.174373
GAR1	YTHDF3	0.0
RPL23A	FBL	0.160356
FOCAD	FYTTD1	0.0
MED20	MED14	0.999815
AMPD2	TRMT1	0.7113229999999999
RPS18	RPS14	1.0
ZNF22	WDR12	0.130003
PPP1R12A	ACTG1	0.384766
NCL	NACA2	0.0
USE1	SCFD2	0.94042
PA2G4	RPL26	0.0871659
TMEM67	TCAF2	0.0986491
MAK16	FARS2	0.105566
SEPT1	SEPT2	0.0987391
STAU1	LARP1B	0.174501
RANBP1	COMMD4	0.720173
TTI1	XPO7	0.401391
PBX1	MEIS1	0.41868
SERBP1	RPL27A	0.909736
SNCA	CAMK2B	0.102069
MRPL46	MRPL30	0.997954
SRP68	DHX29	0.0
EFNB1	SDC3	0.098638
ACVR1	ACVRL1	0.983706
SIPA1L3	LIMA1	0.0844154
MRPL16	MTERF3	0.242353
LIN28B	RPL26	0.921142
MRPL11	PTCD1	0.483794
CHAC2	FSD1	0.42126
RPL19	RPSA	1.0
HIST1H1D	RPL22	0.0787748
KPNB1	CHD4	0.119481
PTPRK	KIAA0319L	0.231216
MRPL49	MRPL50	0.999992
SPECC1	NEXN	0.627761
RPF1	ZNF22	0.319447
SQSTM1	TMEM160	0.513158
CTCF	DRG1	0.0
GPT2	UBE2V1	0.0
IFRD2	ZNF622	0.16958900000000002
DNTTIP1	UTP6	0.171414
FBXL15	FBXL8	0.144297
NUF2	PMF1	0.6835060000000001
KPNA3	GATAD2A	0.025701
NDUFB4	NDUFS2	0.138736
ZNF22	ZCCHC3	0.4643350000000001
LDHC	CST3	0.0
CCDC137	RPS17	0.321772
PDHA1	UQCRC2	0.0
PPP2R2B	SIK2	0.171414
PHTF2	PHTF1	0.171414
SENP1	RANGAP1	0.133423
SRCAP	VPS72	0.33883
ZSCAN25	RTCB	0.0
ASAP2	WIPF2	0.151455
SREK1	SRSF6	0.952078
MED7	MED31	0.986821
RCAN2	NFATC1	0.0
BYSL	HIST1H1C	0.144297
TLN1	SWAP70	0.0
UTP14A	SURF6	0.08656269999999999
GNG4	GNG11	0.25848000000000004
ADSL	CBS	0.352125
RSBN1	ZC3HAV1	0.237195
YBX2	GNL3	0.205225
HIBCH	TBCA	0.574293
ZNF22	RBM34	0.91525
PHTF2	LYPD3	0.800217
RPSA	RPS15A	1.0
CEP162	MYL12B	0.0935746
CTCF	C7orf50	0.8863469999999999
RPL13	RPS9	1.0
ARID2	SMARCD1	0.996618
ZDHHC13	ALG11	0.281833
RACK1	NACA2	0.0
RPL23A	RRBP1	0.693112
RPL13A	RPS16	1.0
PWP1	RPS15A	0.975948
ZBTB11	RRP12	0.633608
NHP2	RPS7	0.0
BAZ1B	SSB	0.0
AP1S3	AP1M2	0.693691
IPO7	ZC3H18	0.7577659999999999
MPP7	MPP5	0.270991
NCL	SUPT5H	0.971059
ZNF302	RFPL4A	0.133456
PSMB8	PSMB6	0.6532140000000001
NKRF	WDR12	0.321912
ZSCAN25	RPL36A	0.116964
UTP3	XRN2	0.189798
HSP90AA1	RPL18A	0.749606
TEAD4	VGLL4	0.7507050000000001
SMARCC2	TOP2B	0.8890680000000001
TSNARE1	PRDM10	0.123797
SLC25A3	RPS21	0.0
XPO4	TNPO3	0.66161
ZNF668	REXO4	0.868109
NBEA	LRBA	0.108694
RPS27L	RPL29	0.115879
NOP53	PES1	0.7635029999999999
RPL34	RPS7	0.0
PWP1	SRPK1	0.0592477
NCL	MTHFD1L	0.0
SNRPN	SNRPF	0.171414
FHL2	CNOT7	0.380822
AATF	RSL24D1	0.110734
POLR2L	ZNRD1	0.0
LTV1	ZNF770	0.149143
SNAP23	STX12	0.0949404
C16orf59	AARS2	0.107038
ZNF689	LARP1B	0.0827436
PTPRJ	CD47	0.17435
MRPL38	MRPL53	0.612348
MRPL3	MRPL48	0.938778
ZBTB24	PURA	0.321988
RBM19	ZNF574	0.303195
TMEM132A	ARSK	0.412631
RACK1	RPLP0	0.99927
NCAM1	HPCA	0.22957
CWC15	DHX8	0.186896
RPL10	RPL11	1.0
DPY19L1	STXBP4	0.0952688
RPL18	HNRNPU	0.993213
CBARP	SNCAIP	0.171414
USP14	PSMD3	0.404292
RPF1	SERBP1	0.0
CTCF	KRR1	0.409037
HP1BP3	LIN28B	0.939349
CHERP	ESF1	0.0
PQBP1	CD2BP2	0.0
CRMP1	DPYSL4	0.356893
SMU1	CDK12	0.0313046
CCDC124	YTHDC2	0.172816
PUM3	RPL19	0.979691
NACA2	SLC25A5	0.180992
TUBA8	HIST1H1D	0.0
VPS53	VPS52	0.604798
CEBPZ	PHAX	0.10436199999999997
POLDIP3	DDX39A	0.158719
SERBP1	RPS4X	0.789226
NOL6	NSD2	0.0
GADD45GIP1	MRPL40	0.997772
PRPSAP2	PICALM	0.276556
CBR3	GCA	0.0
PABPC4	SPOUT1	0.105699
BLOC1S6	SRCIN1	0.123797
NPM1	NAP1L1	0.975905
ZNF629	RPL26	0.422818
POLR3K	POLR3E	0.345713
RPL34	ZFP62	0.165698
CCDC59	ZNF689	0.0827436
ZKSCAN1	ZSCAN23	0.192166
H1F0	RPL13	0.244646
ABT1	DDX18	0.456617
TFG	TM9SF1	0.13006700000000002
ZFAND2B	WTIP	0.0
LAMB1	PSMB7	0.5
RPL31	SLC25A3	0.108148
SLC25A3	RPSA	0.049480800000000005
HSPD1	DLST	0.877236
NOL6	RPL7	0.538701
VPS29	VPS26B	0.999649
RNPS1	THRAP3	0.990499
RPL31	RPL3	1.0
SMU1	UHRF2	0.446514
UTP23	WDR12	0.175188
RPL10L	ATP5O	0.0
AVEN	LYAR	0.18335
RPL3L	RPS27	0.0
EIF2S1	CANX	0.703436
MRPL16	MRPL48	0.970474
RPL36	RPS17	0.361374
MRPL39	MRPL27	0.989102
PIP5K1A	RABGGTB	0.7422479999999999
RPS6	NMNAT1	0.154625
EAF1	USPL1	0.979224
LIG3	HLTF	0.594344
EIF3B	RPL3	0.602068
KNOP1	PURA	0.751459
RRP15	DKC1	0.999972
INF2	MYO5B	0.355648
IPO7	SNRNP70	0.0664264
NOL12	LARP7	0.64442
PSMA8	UCHL5	0.0896254
RBM7	NFATC2IP	0.0
RPL15	RPL27A	0.999999
RPS13	ZC3HAV1	0.957953
STX1A	L1CAM	0.6375390000000001
RBP1	TAGLN	0.0
LARP1	RPL36A	0.5865239999999999
GMPPA	CTSB	0.390101
RPS2	ZNF622	0.977734
CTCF	LTV1	0.494454
FLG2	NCCRP1	0.29822600000000005
UBA3	DNAJC19	0.0
RPL29	RPS27A	0.115879
H1F0	RPS25	0.172887
PPIL2	TBC1D10A	0.121912
MRPL57	MRPL19	0.998831
CCT3	CYP27A1	0.437256
TBC1D9	MYO7A	0.171414
RPSA	RPS3	1.0
MRPL46	MRPL55	0.998506
MED16	MED27	0.99864
RPL22L1	DDX47	0.0
EDF1	DYNC1LI1	0.896351
ZNF768	DDX24	0.39475
CEBPZ	NOL10	0.581162
MRPL40	MRPL17	0.997494
RPL31	SRPK1	0.117851
HGH1	DNAJC19	0.104417
DTNBP1	TXLNB	0.977803
ESYT1	TEX264	0.153418
BUD13	GNL3	0.391893
HIST1H1A	RPL39	0.0
PHB	SLC25A3	0.0640665
ANAPC4	CDC20	0.233412
DDX50	MRPS26	0.4527229999999999
STX5	STX6	0.8553950000000001
SIPA1	CORO1C	0.29843400000000003
RPL6	H2AFX	0.438015
TTC28	NCK2	0.643189
SERBP1	RPS16	0.972463
EIF3B	RPL23A	0.216454
RPS29	H2AFX	0.0947832
VTI1A	NAPG	0.251136
DNM1L	GPM6A	0.222874
RPS23	RPL6	1.0
RCC2	CHD4	0.165705
ING1	ING2	0.30195
TTN	DTYMK	0.0473002
LSM7	LSM8	0.044931
RPLP2	RPL37	0.0
RAB3A	RAB10	0.319639
KNOP1	RPL15	0.885972
RPL13A	ATP5A1	0.19638
EIF1AX	RPL24	0.638792
CASKIN2	NCK2	0.974874
CST2	MUC7	0.452497
KIAA1671	WASH3P	0.128057
SLC25A3	NHP2	0.35115100000000005
POP1	ZNF771	0.951182
INF2	PPP1CB	0.219638
NUP98	NUP160	0.997381
RPS13	PAPD5	0.615025
MRI1	C21orf59	0.0
MRPL50	MRPL53	0.998649
DOCK1	DOCK5	0.25016700000000003
GLRX3	GON7	0.0
LCORL	LCOR	0.151455
A2M	CLCN3	0.313012
GJA1	FZD2	0.237195
